fpr,tpr
0.0,0.0
0.002688172043010753,0.0
0.002688172043010753,0.05063291139240506
0.010752688172043012,0.05063291139240506
0.010752688172043012,0.0759493670886076
0.016129032258064516,0.0759493670886076
0.016129032258064516,0.10126582278481013
0.02956989247311828,0.10126582278481013
0.02956989247311828,0.11392405063291139
0.051075268817204304,0.11392405063291139
0.051075268817204304,0.12658227848101267
0.05913978494623656,0.12658227848101267
0.05913978494623656,0.13924050632911392
0.06989247311827956,0.13924050632911392
0.06989247311827956,0.1518987341772152
0.07526881720430108,0.1518987341772152
0.07526881720430108,0.17721518987341772
0.07795698924731183,0.17721518987341772
0.07795698924731183,0.189873417721519
0.08870967741935484,0.189873417721519
0.08870967741935484,0.21518987341772153
0.10483870967741936,0.21518987341772153
0.10483870967741936,0.22784810126582278
0.11290322580645161,0.22784810126582278
0.11290322580645161,0.24050632911392406
0.11559139784946236,0.24050632911392406
0.11559139784946236,0.25316455696202533
0.11827956989247312,0.25316455696202533
0.11827956989247312,0.2911392405063291
0.12096774193548387,0.2911392405063291
0.12096774193548387,0.3037974683544304
0.13440860215053763,0.3037974683544304
0.13440860215053763,0.31645569620253167
0.13709677419354838,0.31645569620253167
0.13709677419354838,0.3291139240506329
0.14516129032258066,0.3291139240506329
0.14516129032258066,0.35443037974683544
0.15053763440860216,0.35443037974683544
0.15053763440860216,0.3670886075949367
0.1639784946236559,0.3670886075949367
0.1639784946236559,0.3924050632911392
0.1693548387096774,0.3924050632911392
0.1693548387096774,0.4050632911392405
0.17204301075268819,0.4050632911392405
0.17204301075268819,0.43037974683544306
0.1774193548387097,0.43037974683544306
0.1774193548387097,0.4430379746835443
0.20161290322580644,0.4430379746835443
0.20161290322580644,0.45569620253164556
0.22311827956989247,0.45569620253164556
0.22311827956989247,0.4810126582278481
0.22849462365591397,0.4810126582278481
0.22849462365591397,0.4936708860759494
0.23655913978494625,0.4936708860759494
0.23655913978494625,0.5063291139240507
0.2446236559139785,0.5063291139240507
0.2446236559139785,0.5316455696202531
0.2768817204301075,0.5316455696202531
0.2768817204301075,0.5443037974683544
0.2903225806451613,0.5443037974683544
0.2903225806451613,0.5569620253164557
0.3010752688172043,0.5569620253164557
0.3010752688172043,0.569620253164557
0.32526881720430106,0.569620253164557
0.32526881720430106,0.5822784810126582
0.3575268817204301,0.5822784810126582
0.3575268817204301,0.5949367088607594
0.3763440860215054,0.5949367088607594
0.3763440860215054,0.6075949367088608
0.3817204301075269,0.6075949367088608
0.3817204301075269,0.620253164556962
0.40860215053763443,0.620253164556962
0.41397849462365593,0.620253164556962
0.41397849462365593,0.6329113924050633
0.41935483870967744,0.6329113924050633
0.41935483870967744,0.6455696202531646
0.4220430107526882,0.6455696202531646
0.4220430107526882,0.6582278481012658
0.4327956989247312,0.6582278481012658
0.4327956989247312,0.6708860759493671
0.4381720430107527,0.6708860759493671
0.4381720430107527,0.6835443037974683
0.45161290322580644,0.6835443037974683
0.45161290322580644,0.6962025316455697
0.46236559139784944,0.6962025316455697
0.46236559139784944,0.7088607594936709
0.4650537634408602,0.7088607594936709
0.4650537634408602,0.7215189873417721
0.4731182795698925,0.7215189873417721
0.478494623655914,0.7215189873417721
0.48655913978494625,0.7215189873417721
0.48655913978494625,0.7341772151898734
0.5161290322580645,0.7341772151898734
0.5161290322580645,0.7721518987341772
0.5349462365591398,0.7721518987341772
0.5349462365591398,0.7848101265822784
0.5887096774193549,0.7848101265822784
0.5887096774193549,0.7974683544303798
0.6505376344086021,0.7974683544303798
0.6505376344086021,0.810126582278481
0.6935483870967742,0.810126582278481
0.6935483870967742,0.8227848101265823
0.7016129032258065,0.8227848101265823
0.706989247311828,0.8227848101265823
0.7123655913978495,0.8227848101265823
0.717741935483871,0.8227848101265823
0.7258064516129032,0.8227848101265823
0.7258064516129032,0.8354430379746836
0.728494623655914,0.8354430379746836
0.728494623655914,0.8481012658227848
0.7365591397849462,0.8481012658227848
0.7365591397849462,0.8607594936708861
0.7634408602150538,0.8607594936708861
0.7634408602150538,0.8734177215189873
0.8064516129032258,0.8734177215189873
0.8064516129032258,0.8860759493670886
0.8091397849462365,0.8860759493670886
0.8091397849462365,0.8987341772151899
0.8225806451612904,0.8987341772151899
0.8225806451612904,0.9113924050632911
0.8387096774193549,0.9113924050632911
0.8387096774193549,0.9240506329113924
0.8467741935483871,0.9240506329113924
0.8467741935483871,0.9367088607594937
0.9112903225806451,0.9367088607594937
0.9112903225806451,0.9493670886075949
0.9274193548387096,0.9493670886075949
0.9274193548387096,0.9620253164556962
0.9543010752688172,0.9620253164556962
0.9543010752688172,0.9746835443037974
0.9596774193548387,0.9746835443037974
0.9596774193548387,0.9873417721518988
0.967741935483871,0.9873417721518988
0.967741935483871,1.0
1.0,1.0
