max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,n_estimators
6,0.026419197327357855,0.7881018569659317,0.9757522780924787,4,0.10135100550414498,0.03855556315617866,0.8157298373095428,11
6,0.1900121993714928,0.7651173376819916,0.5353726022443486,11,0.3742948079913348,9.644683178195265,0.7301241641868301,19
3,0.055781802328460146,0.8864173777154555,0.5622478444247077,9,0.13747083107096056,0.004881355363912529,0.437626676237871,154
7,0.010031574422761133,0.8990376507693061,0.6850544434530006,3,0.23609898863095005,0.002717696437349872,0.563691934453217,23
8,0.010201820405023772,0.5741614475716947,0.8190063055239116,3,3.0418524553153055,0.1137482876307732,0.4248002562289217,8
