max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma
6,0.24430341094494673,0.5286684333979891,0.7481077798623694,11,0.0022502252706937697,0.21644127755573958,0.17112588154779962
7,0.047124349044542733,0.6527403478487446,0.9576686947225818,9,0.020101628684156565,0.9410729750435853,0.2760166801346533
4,0.04676587701991725,0.6147490299745756,0.619434819257088,2,0.0476703120580132,0.01120074978611255,0.30568803758241747
6,0.18283999954605132,0.8210709603327659,0.9031270981899095,17,0.020203999466413207,1.6843227649112147,0.7204324838887896
6,0.14021149577243042,0.674275282329225,0.49782898758747796,17,0.0013421213319679583,0.019314956632948674,0.6858496853432853
