max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,fold
6,0.01587221603914594,0.7143243132622485,0.5857243153098697,18,0.033708400646545,0.21277423899601391,0.1848987975553109,1
7,0.035284050593605454,0.7735343445499947,0.49835554094561657,12,0.7564061917414057,0.47371001449037825,0.616765851372756,2
4,0.07039302645994043,0.6802524717120172,0.5296821710723051,8,0.018970451057086224,0.17635131589130434,0.6129111402324642,3
4,0.023310462282917756,0.5099914747405951,0.9213298507263865,16,0.002106025913738197,0.046963735892932575,0.5525634172659725,4
3,0.05878538785964309,0.5031231381676718,0.8743630578649599,3,0.0026827535646108693,0.05228831591138928,0.2189728773753462,5
