track_id,y_true,oof_gfp,oof_bf,oof_concat
1783,0,0.5127034945752409,0.07862918387483886,0.15135611447029929
1792,1,0.1432352000544474,0.5755301602811032,0.08492393332742336
1810,0,0.48257648494701877,0.06273095413020996,0.12222335061549335
1816,1,0.7412268920132097,0.8287210926425922,0.9527444378376552
1818,0,0.40091718377225105,0.23761040344737172,0.26198418812461877
1822,1,0.37220314583113406,0.019826940984708236,0.03004907187904358
1846,0,0.4104225360404438,0.7659502164214722,0.47601470622820274
1889,0,0.21965538437253973,0.11485865871098827,0.02494864199109543
1892,0,0.5238668351908695,0.14853746768897835,0.1743190432933963
1915,0,0.14077524520746115,0.530696102946644,0.09288811542931089
1945,1,0.45054498664674164,0.3745495800744191,0.3083925220268596
1963,0,0.44191591631366495,0.3336339967779402,0.3149681667547355
1988,0,0.5098055650638058,0.3733959115827776,0.5122949826881172
2000,0,0.2691910570059758,0.35168323818654107,0.1732318326086389
2027,0,0.5396699141128074,0.4910098597624967,0.4504904466628212
2038,1,0.3475852241423083,0.2460713918378224,0.1153094126513215
2041,0,0.5428988762720931,0.4443838684253133,0.40213257322318874
2045,0,0.2960439462689932,0.4177047536741077,0.21755453253472526
2087,0,0.1448886575900766,0.11927599721247842,0.08724473813136607
2113,0,0.21370408853251946,0.3992639895162032,0.1515217519434763
2146,0,0.38951415086847907,0.22506769961867332,0.171157466722556
2160,0,0.5216378764945101,0.21600447470482737,0.43460222626585826
2167,0,0.4202054864671129,0.4952320040570405,0.4403626947610142
2187,0,0.7915450335226706,0.6024381676637436,0.8389906757658001
2192,0,0.5982688009719933,0.35966051114733616,0.35498409736740233
2201,0,0.5162651724665218,0.8556820899089077,0.8286803811640786
2229,0,0.6816288748745049,0.5077825811932045,0.7848503019346971
2284,0,0.47483903936649446,0.952580497497134,0.9212008525683533
2299,0,0.4085553532456888,0.6176563070729906,0.36312125732623807
2302,0,0.3362730671321518,0.03549604649955836,0.08764319952761199
2321,0,0.6250449728444696,0.42809407152341317,0.5075516173876706
2333,0,0.6585802976383895,0.23793528346013573,0.496197512929865
2339,0,0.4319255140970312,0.49806452845202026,0.35247180403698547
2355,0,0.5324923722485807,0.6623013150481858,0.7956956196768954
2382,0,0.22834925289846034,0.4972398743720479,0.15784477235899827
2420,1,0.5845914943643836,0.5870875007697669,0.6714981331826547
2434,0,0.3321683629217048,0.27759274528773964,0.19178801254252376
2459,1,0.5163405954253952,0.4586574251277669,0.35365859852791653
2473,0,0.4247219298853318,0.23900466805040838,0.3003222627980512
2502,0,0.3039242304095452,0.3214971608775885,0.13263655039281128
2528,0,0.5165372663002356,0.5979512955550974,0.6384313051645647
2543,0,0.9018440217755188,0.4469558501214833,0.8902386854522152
2565,0,0.4512781891908485,0.40708761452445164,0.2823591019826615
2570,0,0.47303321114238833,0.11870118862221547,0.10250047012301927
2571,0,0.3529556860569771,0.18571992245756716,0.10288516329684454
2591,0,0.35652722789240243,0.14957373060800302,0.1651576316543941
2593,0,0.38489841524803375,0.437534135844782,0.13413247929973393
2604,0,0.18322841160805337,0.70875404751896,0.3694253863335368
2621,0,0.3630789953770775,0.11326733444703158,0.18010822169768753
2629,0,0.45868788633471563,0.41289808307950954,0.40261358341676
2692,0,0.3676273290514076,0.494983599463015,0.34373223948411546
2698,0,0.9016360266426983,0.29699545313955245,0.8021653181116469
2758,0,0.5613539487733537,0.5879498419883707,0.48285963725032405
2787,0,0.3881796257381561,0.038172077178998225,0.06906559857814662
2788,0,0.7934776661013488,0.3533838163157537,0.6987417227568782
2792,0,0.6120250443387729,0.4223017804882247,0.19979388393235323
2958,1,0.6063430013648764,0.7864998135410616,0.9339307053264017
3031,0,0.39563706075828603,0.25130243992580176,0.1635538186906676
3032,1,0.9349472633720978,0.8826028298618825,0.9926837993168448
3085,1,0.8081181228211977,0.12830812391827903,0.5310333933040691
3100,1,0.7229707739744246,0.8784192822446362,0.9395221435520221
3109,0,0.5167241140903689,0.3836001773938735,0.4522091990585405
3133,0,0.38529275621166215,0.30218205236265994,0.2542177048570161
3135,1,0.5995200664547726,0.7890985527844946,0.9346108261949599
3174,1,0.7068535443493499,0.9603721573939639,0.9476675507081573
3187,1,0.6073152243227831,0.441817507158484,0.6571230413697817
3308,1,0.8277935343127003,0.68854523036601,0.8281111813164025
3329,1,0.5861991235819263,0.8770013348327026,0.8439520473754856
