dataset,model_type,features,y_true,oof_prob
A2,GLM,BF (top-20),0,0.618082
A2,GLM,BF (top-20),0,0.175217
A2,GLM,BF (top-20),0,0.234807
A2,GLM,BF (top-20),0,0.118347
A2,GLM,BF (top-20),0,0.866873
A2,GLM,BF (top-20),0,0.403589
A2,GLM,BF (top-20),0,0.110972
A2,GLM,BF (top-20),0,0.209746
A2,GLM,BF (top-20),1,0.768169
A2,GLM,BF (top-20),0,0.780024
A2,GLM,BF (top-20),0,0.108517
A2,GLM,BF (top-20),1,0.374673
A2,GLM,BF (top-20),0,0.941423
A2,GLM,BF (top-20),0,0.0452
A2,GLM,BF (top-20),0,0.285868
A2,GLM,BF (top-20),0,0.177511
A2,GLM,BF (top-20),0,0.222015
A2,GLM,BF (top-20),0,0.155699
A2,GLM,BF (top-20),0,0.439737
A2,GLM,BF (top-20),0,0.794489
A2,GLM,BF (top-20),0,0.379612
A2,GLM,BF (top-20),0,0.038208
A2,GLM,BF (top-20),0,0.234032
A2,GLM,BF (top-20),0,0.119317
A2,GLM,BF (top-20),0,0.130008
A2,GLM,BF (top-20),0,0.164485
A2,GLM,BF (top-20),1,0.374049
A2,GLM,BF (top-20),1,0.162151
A2,GLM,BF (top-20),0,0.4161
A2,GLM,BF (top-20),0,0.475937
A2,GLM,BF (top-20),0,0.242265
A2,GLM,BF (top-20),0,0.306071
A2,GLM,BF (top-20),0,0.194245
A2,GLM,BF (top-20),0,0.059483
A2,GLM,BF (top-20),0,0.124665
A2,GLM,BF (top-20),0,0.503564
A2,GLM,BF (top-20),0,0.672666
A2,GLM,BF (top-20),0,0.225929
A2,GLM,BF (top-20),0,0.399421
A2,GLM,BF (top-20),0,0.853461
A2,GLM,BF (top-20),0,0.230894
A2,GLM,BF (top-20),0,0.442819
A2,GLM,BF (top-20),0,0.159747
A2,GLM,BF (top-20),0,0.618455
A2,GLM,BF (top-20),0,0.141789
A2,GLM,BF (top-20),0,0.475213
A2,GLM,BF (top-20),0,0.614453
A2,GLM,BF (top-20),1,0.153998
A2,GLM,BF (top-20),0,0.395414
A2,GLM,BF (top-20),0,0.08887
A2,GLM,BF (top-20),0,0.255864
A2,GLM,BF (top-20),0,0.37224
A2,GLM,BF (top-20),0,0.451849
A2,GLM,BF (top-20),0,0.661595
A2,GLM,BF (top-20),0,0.299061
A2,GLM,BF (top-20),0,0.135878
A2,GLM,BF (top-20),0,0.23958
A2,GLM,BF (top-20),0,0.157509
A2,GLM,BF (top-20),0,0.494753
A2,GLM,BF (top-20),0,0.324106
A2,GLM,BF (top-20),0,0.185812
A2,GLM,BF (top-20),0,0.811975
A2,GLM,BF (top-20),1,0.561113
A2,GLM,BF (top-20),0,0.496434
A2,GLM,BF (top-20),0,0.022385
A2,GLM,BF (top-20),0,0.228932
A2,GLM,BF (top-20),0,0.122926
A2,GLM,BF (top-20),0,0.239961
A2,GLM,BF (top-20),0,0.945697
A2,GLM,BF (top-20),0,0.347959
A2,GLM,BF (top-20),0,0.285036
A2,GLM,BF (top-20),0,0.053658
A2,GLM,BF (top-20),0,0.154543
A2,GLM,BF (top-20),0,0.168746
A2,GLM,BF (top-20),0,0.479134
A2,GLM,BF (top-20),0,0.58806
A2,GLM,BF (top-20),0,0.06193
A2,GLM,BF (top-20),0,0.508595
A2,GLM,BF (top-20),0,0.013639
A2,GLM,BF (top-20),0,0.21633
A2,GLM,BF (top-20),0,0.062102
A2,GLM,BF (top-20),0,0.21065
A2,GLM,BF (top-20),0,0.089472
A2,GLM,BF (top-20),0,0.671668
A2,GLM,BF (top-20),0,0.006934
A2,GLM,BF (top-20),0,0.042405
A2,GLM,BF (top-20),0,0.406576
A2,GLM,BF (top-20),0,0.916779
A2,GLM,BF (top-20),0,0.647639
A2,GLM,BF (top-20),0,0.320932
A2,GLM,BF (top-20),0,0.296827
A2,GLM,BF (top-20),0,0.385174
A2,GLM,BF (top-20),0,0.76316
A2,GLM,BF (top-20),0,0.132437
A2,GLM,BF (top-20),0,0.478466
A2,GLM,BF (top-20),0,0.156849
A2,GLM,BF (top-20),1,0.199672
A2,GLM,BF (top-20),0,0.098777
A2,GLM,BF (top-20),0,0.892043
A2,GLM,BF (top-20),0,0.227562
A2,GLM,BF (top-20),0,0.404231
A2,GLM,BF (top-20),0,0.487973
A2,GLM,BF (top-20),0,0.220991
A2,GLM,BF (top-20),0,0.218826
A2,GLM,BF (top-20),0,0.46423
A2,GLM,BF (top-20),1,0.807713
A2,GLM,BF (top-20),0,0.27734
A2,GLM,BF (top-20),1,0.57989
A2,GLM,BF (top-20),0,0.598235
A2,GLM,BF (top-20),0,0.497486
A2,GLM,BF (top-20),0,0.117603
A2,GLM,BF (top-20),1,0.27322
A2,GLM,BF (top-20),1,0.440687
A2,GLM,BF (top-20),0,0.836883
A2,GLM,BF (top-20),0,0.966817
A2,GLM,BF (top-20),1,0.778554
A2,GLM,BF (top-20),0,0.33933
A2,GLM,BF (top-20),0,0.257813
A2,GLM,BF (top-20),0,0.216198
A2,GLM,BF (top-20),0,0.02121
A2,GLM,BF (top-20),1,0.864361
A2,GLM,BF (top-20),0,0.151512
A2,GLM,BF (top-20),0,0.551562
A2,GLM,BF (top-20),0,0.15194
A2,GLM,BF (top-20),0,0.671735
A2,GLM,BF (top-20),1,0.632146
A2,GLM,BF (top-20),0,0.784765
A2,GLM,BF (top-20),0,0.097923
A2,GLM,BF (top-20),0,0.045987
