subset,features,y_true,oof_prob
all_b2r,GFP+BF (top-40),0,0.214881
all_b2r,GFP+BF (top-40),0,0.660444
all_b2r,GFP+BF (top-40),0,0.278047
all_b2r,GFP+BF (top-40),0,0.068219
all_b2r,GFP+BF (top-40),0,0.959577
all_b2r,GFP+BF (top-40),0,0.508587
all_b2r,GFP+BF (top-40),0,0.702903
all_b2r,GFP+BF (top-40),0,0.693562
all_b2r,GFP+BF (top-40),0,0.530802
all_b2r,GFP+BF (top-40),0,0.465547
all_b2r,GFP+BF (top-40),0,0.547644
all_b2r,GFP+BF (top-40),0,0.000248
all_b2r,GFP+BF (top-40),0,0.046916
all_b2r,GFP+BF (top-40),0,0.591822
all_b2r,GFP+BF (top-40),0,0.389847
all_b2r,GFP+BF (top-40),0,0.519065
all_b2r,GFP+BF (top-40),0,0.301919
all_b2r,GFP+BF (top-40),0,0.631735
all_b2r,GFP+BF (top-40),0,0.01068
all_b2r,GFP+BF (top-40),0,0.651103
all_b2r,GFP+BF (top-40),1,0.479143
all_b2r,GFP+BF (top-40),0,0.870787
all_b2r,GFP+BF (top-40),1,0.115035
all_b2r,GFP+BF (top-40),0,0.049756
all_b2r,GFP+BF (top-40),0,0.063127
all_b2r,GFP+BF (top-40),0,0.541965
all_b2r,GFP+BF (top-40),0,0.094371
all_b2r,GFP+BF (top-40),0,0.07954
all_b2r,GFP+BF (top-40),0,0.020459
all_b2r,GFP+BF (top-40),0,0.003126
all_b2r,GFP+BF (top-40),0,0.043872
all_b2r,GFP+BF (top-40),0,0.023237
all_b2r,GFP+BF (top-40),0,0.031962
all_b2r,GFP+BF (top-40),0,0.792747
all_b2r,GFP+BF (top-40),0,0.247695
all_b2r,GFP+BF (top-40),0,0.014938
all_b2r,GFP+BF (top-40),0,0.181281
all_b2r,GFP+BF (top-40),0,0.401854
all_b2r,GFP+BF (top-40),0,0.839665
all_b2r,GFP+BF (top-40),1,0.119035
all_b2r,GFP+BF (top-40),0,0.920057
all_b2r,GFP+BF (top-40),0,0.004786
all_b2r,GFP+BF (top-40),0,0.407325
all_b2r,GFP+BF (top-40),0,0.020323
all_b2r,GFP+BF (top-40),0,0.890941
all_b2r,GFP+BF (top-40),0,0.034069
all_b2r,GFP+BF (top-40),1,0.804757
all_b2r,GFP+BF (top-40),0,0.991381
all_b2r,GFP+BF (top-40),0,0.230159
all_b2r,GFP+BF (top-40),1,0.590289
all_b2r,GFP+BF (top-40),0,0.148176
all_b2r,GFP+BF (top-40),0,0.055258
all_b2r,GFP+BF (top-40),0,0.085316
all_b2r,GFP+BF (top-40),0,0.108195
all_b2r,GFP+BF (top-40),0,0.090467
all_b2r,GFP+BF (top-40),1,0.916134
all_b2r,GFP+BF (top-40),0,0.277936
all_b2r,GFP+BF (top-40),0,0.095129
all_b2r,GFP+BF (top-40),0,0.866178
all_b2r,GFP+BF (top-40),1,0.95588
all_b2r,GFP+BF (top-40),1,0.943942
all_b2r,GFP+BF (top-40),0,0.627443
all_b2r,GFP+BF (top-40),1,0.240352
all_b2r,GFP+BF (top-40),0,0.102923
all_b2r,GFP+BF (top-40),1,0.991724
all_b2r,GFP+BF (top-40),0,0.264961
all_b2r,GFP+BF (top-40),0,0.065195
all_b2r,GFP+BF (top-40),1,0.18605
all_b2r,GFP+BF (top-40),0,0.934802
all_b2r,GFP+BF (top-40),0,0.710327
all_b2r,GFP+BF (top-40),0,0.454388
all_b2r,GFP+BF (top-40),0,0.120571
all_b2r,GFP+BF (top-40),0,0.428224
all_b2r,GFP+BF (top-40),0,0.099738
all_b2r,GFP+BF (top-40),0,0.003828
all_b2r,GFP+BF (top-40),0,0.311472
all_b2r,GFP+BF (top-40),0,0.018398
all_b2r,GFP+BF (top-40),0,0.01346
all_b2r,GFP+BF (top-40),0,0.383057
all_b2r,GFP+BF (top-40),0,0.900317
all_b2r,GFP+BF (top-40),0,0.055175
all_b2r,GFP+BF (top-40),0,0.086465
all_b2r,GFP+BF (top-40),0,0.070655
all_b2r,GFP+BF (top-40),0,0.194638
all_b2r,GFP+BF (top-40),0,0.007508
all_b2r,GFP+BF (top-40),0,0.498959
all_b2r,GFP+BF (top-40),0,0.532504
all_b2r,GFP+BF (top-40),0,0.083036
all_b2r,GFP+BF (top-40),0,0.016194
all_b2r,GFP+BF (top-40),0,0.005307
all_b2r,GFP+BF (top-40),0,0.026762
all_b2r,GFP+BF (top-40),0,0.925811
all_b2r,GFP+BF (top-40),0,0.357262
all_b2r,GFP+BF (top-40),1,0.832423
all_b2r,GFP+BF (top-40),1,0.628231
all_b2r,GFP+BF (top-40),0,0.101324
all_b2r,GFP+BF (top-40),0,0.840298
all_b2r,GFP+BF (top-40),0,0.079962
all_b2r,GFP+BF (top-40),0,0.334991
all_b2r,GFP+BF (top-40),0,0.652494
all_b2r,GFP+BF (top-40),0,0.164516
all_b2r,GFP+BF (top-40),0,0.065985
all_b2r,GFP+BF (top-40),0,0.158005
all_b2r,GFP+BF (top-40),0,0.014818
all_b2r,GFP+BF (top-40),0,0.109471
all_b2r,GFP+BF (top-40),0,0.916152
all_b2r,GFP+BF (top-40),1,0.244586
all_b2r,GFP+BF (top-40),1,0.11933
all_b2r,GFP+BF (top-40),0,0.021654
all_b2r,GFP+BF (top-40),0,0.111248
all_b2r,GFP+BF (top-40),0,0.693926
all_b2r,GFP+BF (top-40),1,0.062898
all_b2r,GFP+BF (top-40),0,0.082974
all_b2r,GFP+BF (top-40),0,0.242727
all_b2r,GFP+BF (top-40),1,0.531901
all_b2r,GFP+BF (top-40),0,0.940838
all_b2r,GFP+BF (top-40),0,0.047727
all_b2r,GFP+BF (top-40),0,0.411076
all_b2r,GFP+BF (top-40),1,0.78393
all_b2r,GFP+BF (top-40),0,0.277636
all_b2r,GFP+BF (top-40),0,0.007686
all_b2r,GFP+BF (top-40),1,0.289284
all_b2r,GFP+BF (top-40),0,0.059777
all_b2r,GFP+BF (top-40),0,0.703291
all_b2r,GFP+BF (top-40),0,0.487905
all_b2r,GFP+BF (top-40),0,0.008626
all_b2r,GFP+BF (top-40),1,0.532179
all_b2r,GFP+BF (top-40),0,0.424291
all_b2r,GFP+BF (top-40),0,0.052073
all_b2r,GFP+BF (top-40),0,0.186683
all_b2r,GFP+BF (top-40),1,0.572454
all_b2r,GFP+BF (top-40),0,0.003727
all_b2r,GFP+BF (top-40),1,0.339102
all_b2r,GFP+BF (top-40),0,0.569791
all_b2r,GFP+BF (top-40),0,0.013167
all_b2r,GFP+BF (top-40),1,0.968944
all_b2r,GFP+BF (top-40),0,0.51094
all_b2r,GFP+BF (top-40),0,0.813342
all_b2r,GFP+BF (top-40),0,0.022193
all_b2r,GFP+BF (top-40),0,0.431583
all_b2r,GFP+BF (top-40),0,0.001682
all_b2r,GFP+BF (top-40),0,0.588727
all_b2r,GFP+BF (top-40),0,0.090832
all_b2r,GFP+BF (top-40),0,0.385598
all_b2r,GFP+BF (top-40),0,0.158313
all_b2r,GFP+BF (top-40),0,0.835544
all_b2r,GFP+BF (top-40),0,0.355937
all_b2r,GFP+BF (top-40),1,0.10102
all_b2r,GFP+BF (top-40),0,0.087827
all_b2r,GFP+BF (top-40),0,0.865629
all_b2r,GFP+BF (top-40),1,0.659932
all_b2r,GFP+BF (top-40),0,0.712096
all_b2r,GFP+BF (top-40),0,0.161787
all_b2r,GFP+BF (top-40),1,0.011843
all_b2r,GFP+BF (top-40),0,0.542817
all_b2r,GFP+BF (top-40),0,0.000179
all_b2r,GFP+BF (top-40),0,0.035953
all_b2r,GFP+BF (top-40),0,0.855298
all_b2r,GFP+BF (top-40),0,0.261028
all_b2r,GFP+BF (top-40),0,0.212818
all_b2r,GFP+BF (top-40),0,0.006882
all_b2r,GFP+BF (top-40),0,0.201248
all_b2r,GFP+BF (top-40),1,0.738026
all_b2r,GFP+BF (top-40),0,0.037216
all_b2r,GFP+BF (top-40),0,0.145566
all_b2r,GFP+BF (top-40),0,0.032218
all_b2r,GFP+BF (top-40),0,0.324419
all_b2r,GFP+BF (top-40),0,0.294793
all_b2r,GFP+BF (top-40),0,0.663528
all_b2r,GFP+BF (top-40),0,0.624849
all_b2r,GFP+BF (top-40),0,0.184047
all_b2r,GFP+BF (top-40),0,0.189277
all_b2r,GFP+BF (top-40),0,0.022525
all_b2r,GFP+BF (top-40),0,0.341192
all_b2r,GFP+BF (top-40),0,0.756029
all_b2r,GFP+BF (top-40),0,0.333958
all_b2r,GFP+BF (top-40),0,0.940043
all_b2r,GFP+BF (top-40),1,0.71918
all_b2r,GFP+BF (top-40),0,0.153821
all_b2r,GFP+BF (top-40),0,0.032103
all_b2r,GFP+BF (top-40),0,0.11756
all_b2r,GFP+BF (top-40),0,0.228129
all_b2r,GFP+BF (top-40),0,0.357339
all_b2r,GFP+BF (top-40),0,0.784372
all_b2r,GFP+BF (top-40),0,0.164667
all_b2r,GFP+BF (top-40),0,0.441533
all_b2r,GFP+BF (top-40),0,0.164968
all_b2r,GFP+BF (top-40),0,0.005112
all_b2r,GFP+BF (top-40),0,0.206577
all_b2r,GFP+BF (top-40),0,0.428932
all_b2r,GFP+BF (top-40),0,0.122422
all_b2r,GFP+BF (top-40),0,0.527159
all_b2r,GFP+BF (top-40),0,0.053244
all_b2r,GFP+BF (top-40),0,6.9e-05
all_b2r,GFP+BF (top-40),0,0.578393
all_b2r,GFP+BF (top-40),0,0.032538
all_b2r,GFP+BF (top-40),0,0.09762
all_b2r,GFP+BF (top-40),0,0.032629
all_b2r,GFP+BF (top-40),0,0.650963
all_b2r,GFP+BF (top-40),0,0.522583
all_b2r,GFP+BF (top-40),0,0.058396
all_b2r,GFP+BF (top-40),0,0.803987
all_b2r,GFP+BF (top-40),0,0.367939
all_b2r,GFP+BF (top-40),0,0.302915
all_b2r,GFP+BF (top-40),1,0.571243
all_b2r,GFP+BF (top-40),0,0.192748
all_b2r,GFP+BF (top-40),0,0.145917
all_b2r,GFP+BF (top-40),0,0.151386
all_b2r,Handcrafted (29 feat),0,0.487507
all_b2r,Handcrafted (29 feat),0,0.474392
all_b2r,Handcrafted (29 feat),0,0.497085
all_b2r,Handcrafted (29 feat),0,0.484124
all_b2r,Handcrafted (29 feat),0,0.552783
all_b2r,Handcrafted (29 feat),0,0.455025
all_b2r,Handcrafted (29 feat),1,0.468084
all_b2r,Handcrafted (29 feat),0,0.4507
all_b2r,Handcrafted (29 feat),0,0.542585
all_b2r,Handcrafted (29 feat),0,0.572343
all_b2r,Handcrafted (29 feat),0,0.20076
all_b2r,Handcrafted (29 feat),0,0.311074
all_b2r,Handcrafted (29 feat),0,0.253933
all_b2r,Handcrafted (29 feat),0,0.374148
all_b2r,Handcrafted (29 feat),0,0.448854
all_b2r,Handcrafted (29 feat),0,0.503528
all_b2r,Handcrafted (29 feat),0,0.482267
all_b2r,Handcrafted (29 feat),0,0.367047
all_b2r,Handcrafted (29 feat),0,0.470426
all_b2r,Handcrafted (29 feat),1,0.468103
all_b2r,Handcrafted (29 feat),0,0.531149
all_b2r,Handcrafted (29 feat),0,0.467139
all_b2r,Handcrafted (29 feat),0,0.474172
all_b2r,Handcrafted (29 feat),0,0.491005
all_b2r,Handcrafted (29 feat),1,0.520953
all_b2r,Handcrafted (29 feat),1,0.590022
all_b2r,Handcrafted (29 feat),0,0.517936
all_b2r,Handcrafted (29 feat),0,0.51792
all_b2r,Handcrafted (29 feat),1,0.519669
all_b2r,Handcrafted (29 feat),0,0.202204
all_b2r,Handcrafted (29 feat),0,0.484924
all_b2r,Handcrafted (29 feat),0,0.506415
all_b2r,Handcrafted (29 feat),1,0.643172
all_b2r,Handcrafted (29 feat),0,0.453288
all_b2r,Handcrafted (29 feat),1,0.536759
all_b2r,Handcrafted (29 feat),0,0.427088
all_b2r,Handcrafted (29 feat),0,0.482501
all_b2r,Handcrafted (29 feat),0,0.411619
all_b2r,Handcrafted (29 feat),0,0.636214
all_b2r,Handcrafted (29 feat),0,0.461494
all_b2r,Handcrafted (29 feat),1,0.47806
all_b2r,Handcrafted (29 feat),1,0.587323
all_b2r,Handcrafted (29 feat),0,0.496637
all_b2r,Handcrafted (29 feat),0,0.546928
all_b2r,Handcrafted (29 feat),0,0.525149
all_b2r,Handcrafted (29 feat),1,0.515184
all_b2r,Handcrafted (29 feat),0,0.462456
all_b2r,Handcrafted (29 feat),0,0.366008
all_b2r,Handcrafted (29 feat),0,0.416886
all_b2r,Handcrafted (29 feat),0,0.522175
all_b2r,Handcrafted (29 feat),0,0.453863
all_b2r,Handcrafted (29 feat),1,0.50198
all_b2r,Handcrafted (29 feat),0,0.425759
all_b2r,Handcrafted (29 feat),0,0.468813
all_b2r,Handcrafted (29 feat),0,0.524198
all_b2r,Handcrafted (29 feat),0,0.478325
all_b2r,Handcrafted (29 feat),0,0.410886
all_b2r,Handcrafted (29 feat),0,0.481619
all_b2r,Handcrafted (29 feat),0,0.431966
all_b2r,Handcrafted (29 feat),0,0.548828
all_b2r,Handcrafted (29 feat),0,0.262604
all_b2r,Handcrafted (29 feat),0,0.5074
all_b2r,Handcrafted (29 feat),1,0.500556
all_b2r,Handcrafted (29 feat),0,0.494912
all_b2r,Handcrafted (29 feat),1,0.438573
all_b2r,Handcrafted (29 feat),0,0.428718
all_b2r,Handcrafted (29 feat),0,0.45398
all_b2r,Handcrafted (29 feat),0,0.515348
all_b2r,Handcrafted (29 feat),0,0.58386
all_b2r,Handcrafted (29 feat),0,0.478575
all_b2r,Handcrafted (29 feat),1,0.648417
all_b2r,Handcrafted (29 feat),0,0.477823
all_b2r,Handcrafted (29 feat),0,0.466459
all_b2r,Handcrafted (29 feat),0,0.518652
all_b2r,Handcrafted (29 feat),0,0.484251
all_b2r,Handcrafted (29 feat),0,0.470302
all_b2r,Handcrafted (29 feat),0,0.481592
all_b2r,Handcrafted (29 feat),1,0.367988
all_b2r,Handcrafted (29 feat),0,0.47178
all_b2r,Handcrafted (29 feat),0,0.477712
all_b2r,Handcrafted (29 feat),0,0.454784
all_b2r,Handcrafted (29 feat),0,0.354778
all_b2r,Handcrafted (29 feat),0,0.485212
all_b2r,Handcrafted (29 feat),0,0.454782
all_b2r,Handcrafted (29 feat),0,0.492981
all_b2r,Handcrafted (29 feat),0,0.543656
all_b2r,Handcrafted (29 feat),0,0.503439
all_b2r,Handcrafted (29 feat),0,0.492824
all_b2r,Handcrafted (29 feat),0,0.468786
all_b2r,Handcrafted (29 feat),0,0.466356
all_b2r,Handcrafted (29 feat),0,0.605959
all_b2r,Handcrafted (29 feat),0,0.452362
all_b2r,Handcrafted (29 feat),0,0.428807
all_b2r,Handcrafted (29 feat),0,0.469781
all_b2r,Handcrafted (29 feat),0,0.492014
all_b2r,Handcrafted (29 feat),0,0.415959
all_b2r,Handcrafted (29 feat),0,0.456317
all_b2r,Handcrafted (29 feat),0,0.474946
all_b2r,Handcrafted (29 feat),0,0.525863
all_b2r,Handcrafted (29 feat),0,0.424423
all_b2r,Handcrafted (29 feat),0,0.485742
all_b2r,Handcrafted (29 feat),0,0.14283
all_b2r,Handcrafted (29 feat),0,0.442971
all_b2r,Handcrafted (29 feat),1,0.451249
all_b2r,Handcrafted (29 feat),0,0.420659
all_b2r,Handcrafted (29 feat),1,0.618784
all_b2r,Handcrafted (29 feat),0,0.558717
all_b2r,Handcrafted (29 feat),0,0.456784
all_b2r,Handcrafted (29 feat),0,0.452759
all_b2r,Handcrafted (29 feat),0,0.478445
all_b2r,Handcrafted (29 feat),0,0.471285
all_b2r,Handcrafted (29 feat),0,0.46591
all_b2r,Handcrafted (29 feat),0,0.440479
all_b2r,Handcrafted (29 feat),0,0.463409
all_b2r,Handcrafted (29 feat),0,0.32658
all_b2r,Handcrafted (29 feat),0,0.437015
all_b2r,Handcrafted (29 feat),0,0.426267
all_b2r,Handcrafted (29 feat),0,0.51778
all_b2r,Handcrafted (29 feat),0,0.494625
all_b2r,Handcrafted (29 feat),0,0.474165
all_b2r,Handcrafted (29 feat),0,0.465494
all_b2r,Handcrafted (29 feat),0,0.455399
all_b2r,Handcrafted (29 feat),1,0.506589
all_b2r,Handcrafted (29 feat),0,0.492413
all_b2r,Handcrafted (29 feat),0,0.489256
all_b2r,Handcrafted (29 feat),0,0.504472
all_b2r,Handcrafted (29 feat),0,0.556605
all_b2r,Handcrafted (29 feat),0,0.318786
all_b2r,Handcrafted (29 feat),0,0.48421
all_b2r,Handcrafted (29 feat),1,0.495726
all_b2r,Handcrafted (29 feat),0,0.4692
all_b2r,Handcrafted (29 feat),0,0.578374
all_b2r,Handcrafted (29 feat),1,0.507237
all_b2r,Handcrafted (29 feat),0,0.471667
all_b2r,Handcrafted (29 feat),0,0.474194
all_b2r,Handcrafted (29 feat),0,0.466755
all_b2r,Handcrafted (29 feat),0,0.462023
all_b2r,Handcrafted (29 feat),0,0.526072
all_b2r,Handcrafted (29 feat),1,0.412032
all_b2r,Handcrafted (29 feat),0,0.454383
all_b2r,Handcrafted (29 feat),0,0.542959
all_b2r,Handcrafted (29 feat),0,0.499345
all_b2r,Handcrafted (29 feat),1,0.500336
all_b2r,Handcrafted (29 feat),1,0.512012
all_b2r,Handcrafted (29 feat),0,0.478181
all_b2r,Handcrafted (29 feat),1,0.428234
all_b2r,Handcrafted (29 feat),0,0.438716
all_b2r,Handcrafted (29 feat),1,0.485923
all_b2r,Handcrafted (29 feat),0,0.469786
all_b2r,Handcrafted (29 feat),0,0.464546
all_b2r,Handcrafted (29 feat),1,0.612882
all_b2r,Handcrafted (29 feat),0,0.567342
all_b2r,Handcrafted (29 feat),0,0.4486
all_b2r,Handcrafted (29 feat),0,0.379845
all_b2r,Handcrafted (29 feat),0,0.475135
all_b2r,Handcrafted (29 feat),0,0.5301
all_b2r,Handcrafted (29 feat),0,0.421865
all_b2r,Handcrafted (29 feat),0,0.476705
all_b2r,Handcrafted (29 feat),0,0.40463
all_b2r,Handcrafted (29 feat),0,0.481301
all_b2r,Handcrafted (29 feat),0,0.230543
all_b2r,Handcrafted (29 feat),0,0.460891
all_b2r,Handcrafted (29 feat),0,0.533672
all_b2r,Handcrafted (29 feat),0,0.502475
all_b2r,Handcrafted (29 feat),0,0.400452
all_b2r,Handcrafted (29 feat),0,0.572084
all_b2r,Handcrafted (29 feat),0,0.421847
all_b2r,Handcrafted (29 feat),0,0.471205
all_b2r,Handcrafted (29 feat),0,0.463274
all_b2r,Handcrafted (29 feat),0,0.498127
all_b2r,Handcrafted (29 feat),0,0.303935
all_b2r,Handcrafted (29 feat),0,0.448486
all_b2r,Handcrafted (29 feat),0,0.483815
all_b2r,Handcrafted (29 feat),0,0.260242
all_b2r,Handcrafted (29 feat),0,0.475628
all_b2r,Handcrafted (29 feat),0,0.431534
all_b2r,Handcrafted (29 feat),1,0.547255
all_b2r,Handcrafted (29 feat),1,0.47612
all_b2r,Handcrafted (29 feat),0,0.478816
all_b2r,Handcrafted (29 feat),0,0.479853
all_b2r,Handcrafted (29 feat),0,0.540553
all_b2r,Handcrafted (29 feat),0,0.521846
all_b2r,Handcrafted (29 feat),0,0.524458
all_b2r,Handcrafted (29 feat),0,0.450032
all_b2r,Handcrafted (29 feat),0,0.460678
all_b2r,Handcrafted (29 feat),0,0.463479
all_b2r,Handcrafted (29 feat),0,0.687698
all_b2r,Handcrafted (29 feat),0,0.465817
all_b2r,Handcrafted (29 feat),0,0.555588
all_b2r,Handcrafted (29 feat),1,0.482654
all_b2r,Handcrafted (29 feat),1,0.534035
all_b2r,Handcrafted (29 feat),0,0.304048
all_b2r,Handcrafted (29 feat),0,0.496817
all_b2r,Handcrafted (29 feat),0,0.456557
all_b2r,Handcrafted (29 feat),1,0.502847
all_b2r,Handcrafted (29 feat),0,0.419443
all_b2r,Handcrafted (29 feat),0,0.468263
all_b2r,Handcrafted (29 feat),1,0.517253
all_b2r,Handcrafted (29 feat),0,0.464226
all_b2r,Handcrafted (29 feat),0,0.396444
all_b2r,Handcrafted (29 feat),0,0.562306
all_b2r,Handcrafted (29 feat),1,0.530413
all_b2r,Handcrafted (29 feat),0,0.449659
all_b2r,Handcrafted (29 feat),0,0.635175
all_b2r,Handcrafted (29 feat),1,0.506371
all_b2r,Handcrafted (29 feat),0,0.423989
all_b2r,Handcrafted (29 feat),0,0.503639
all_b2r,Handcrafted (29 feat),0,0.505555
all_b2r,Handcrafted (29 feat),0,0.445123
all_b2r,Handcrafted (29 feat),1,0.479702
all_b2r,Handcrafted (29 feat),0,0.454521
all_b2r,Handcrafted (29 feat),0,0.527588
all_b2r,Handcrafted (29 feat),0,0.572105
all_b2r,Handcrafted (29 feat),1,0.424089
all_b2r,Handcrafted (29 feat),0,0.478012
all_b2r,Handcrafted (29 feat),1,0.4884
all_b2r,Handcrafted (29 feat),0,0.541026
all_b2r,Handcrafted (29 feat),0,0.427537
all_b2r,Handcrafted (29 feat),1,0.584977
all_b2r,Handcrafted (29 feat),0,0.452461
all_b2r,Handcrafted (29 feat),0,0.450363
all_b2r,Handcrafted (29 feat),0,0.322623
all_b2r,Handcrafted (29 feat),0,0.530214
all_b2r,Handcrafted (29 feat),0,0.501439
all_b2r,Handcrafted (29 feat),0,0.549554
all_b2r,Handcrafted (29 feat),0,0.482418
all_b2r,Handcrafted (29 feat),0,0.497876
all_b2r,Handcrafted (29 feat),0,0.452651
all_b2r,Handcrafted (29 feat),0,0.500611
all_b2r,Handcrafted (29 feat),0,0.479712
all_b2r,Handcrafted (29 feat),1,0.604019
all_b2r,Handcrafted (29 feat),0,0.483815
all_b2r,Handcrafted (29 feat),0,0.491648
all_b2r,Handcrafted (29 feat),1,0.47546
all_b2r,Handcrafted (29 feat),0,0.475506
all_b2r,Handcrafted (29 feat),0,0.425016
all_b2r,Handcrafted (29 feat),1,0.705807
all_b2r,Handcrafted (29 feat),0,0.386427
all_b2r,Handcrafted (29 feat),0,0.325983
all_b2r,Handcrafted (29 feat),0,0.481232
all_b2r,Handcrafted (29 feat),0,0.521782
all_b2r,Handcrafted (29 feat),0,0.573434
all_b2r,Handcrafted (29 feat),0,0.480422
all_b2r,Handcrafted (29 feat),0,0.240432
all_b2r,Handcrafted (29 feat),0,0.484987
all_b2r,Handcrafted (29 feat),1,0.458694
all_b2r,Handcrafted (29 feat),0,0.391098
all_b2r,Handcrafted (29 feat),0,0.515071
all_b2r,Handcrafted (29 feat),0,0.537319
all_b2r,Handcrafted (29 feat),0,0.3005
all_b2r,Handcrafted (29 feat),0,0.618148
all_b2r,Handcrafted (29 feat),0,0.447006
all_b2r,Handcrafted (29 feat),0,0.46723
all_b2r,Handcrafted (29 feat),0,0.465487
all_b2r,Handcrafted (29 feat),0,0.479405
all_b2r,Handcrafted (29 feat),0,0.438386
all_b2r,Handcrafted (29 feat),0,0.490897
all_b2r,Handcrafted (29 feat),0,0.335034
all_b2r,Handcrafted (29 feat),0,0.495628
all_b2r,Handcrafted (29 feat),0,0.744588
all_b2r,Handcrafted (29 feat),1,0.539686
all_b2r,Handcrafted (29 feat),0,0.564787
all_b2r,Handcrafted (29 feat),0,0.473482
all_b2r,Handcrafted (29 feat),0,0.462146
all_b2r,Handcrafted (29 feat),0,0.447504
all_b2r,Handcrafted (29 feat),0,0.531046
all_b2r,Handcrafted (29 feat),0,0.59565
all_b2r,Handcrafted (29 feat),0,0.52354
all_b2r,Handcrafted (29 feat),0,0.42488
all_b2r,Handcrafted (29 feat),0,0.482531
all_b2r,Handcrafted (29 feat),0,0.419364
all_b2r,Handcrafted (29 feat),0,0.456166
all_b2r,Handcrafted (29 feat),0,0.444822
all_b2r,Handcrafted (29 feat),0,0.468897
all_b2r,Handcrafted (29 feat),0,0.430239
all_b2r,Handcrafted (29 feat),0,0.502411
all_b2r,Handcrafted (29 feat),0,0.333825
all_b2r,Handcrafted (29 feat),0,0.514929
all_b2r,Handcrafted (29 feat),0,0.31674
all_b2r,Handcrafted (29 feat),0,0.369167
all_b2r,Handcrafted (29 feat),0,0.491694
all_b2r,Handcrafted (29 feat),0,0.64016
all_b2r,Handcrafted (29 feat),0,0.432632
all_b2r,Handcrafted (29 feat),0,0.501851
all_b2r,Handcrafted (29 feat),0,0.497332
all_b2r,Handcrafted (29 feat),0,0.436635
all_b2r,Handcrafted (29 feat),0,0.447294
all_b2r,Handcrafted (29 feat),1,0.3875
all_b2r,Handcrafted (29 feat),0,0.523201
all_b2r,Handcrafted (29 feat),0,0.461194
all_b2r,Handcrafted (29 feat),0,0.400021
all_b2r,HC + GFP+BF (top-40),0,0.012123
all_b2r,HC + GFP+BF (top-40),0,0.014121
all_b2r,HC + GFP+BF (top-40),0,0.062639
all_b2r,HC + GFP+BF (top-40),0,0.931062
all_b2r,HC + GFP+BF (top-40),0,0.99958
all_b2r,HC + GFP+BF (top-40),0,0.001031
all_b2r,HC + GFP+BF (top-40),1,0.042209
all_b2r,HC + GFP+BF (top-40),0,0.040845
all_b2r,HC + GFP+BF (top-40),0,0.286756
all_b2r,HC + GFP+BF (top-40),0,0.976639
all_b2r,HC + GFP+BF (top-40),0,0.000399
all_b2r,HC + GFP+BF (top-40),0,0.276503
all_b2r,HC + GFP+BF (top-40),0,0.682807
all_b2r,HC + GFP+BF (top-40),0,0.109977
all_b2r,HC + GFP+BF (top-40),0,0.020913
all_b2r,HC + GFP+BF (top-40),0,0.088595
all_b2r,HC + GFP+BF (top-40),0,0.061829
all_b2r,HC + GFP+BF (top-40),0,0.000901
all_b2r,HC + GFP+BF (top-40),0,0.01422
all_b2r,HC + GFP+BF (top-40),1,0.178916
all_b2r,HC + GFP+BF (top-40),0,0.175101
all_b2r,HC + GFP+BF (top-40),0,0.076
all_b2r,HC + GFP+BF (top-40),0,0.457517
all_b2r,HC + GFP+BF (top-40),0,0.007509
all_b2r,HC + GFP+BF (top-40),1,0.01473
all_b2r,HC + GFP+BF (top-40),1,0.879524
all_b2r,HC + GFP+BF (top-40),0,0.077158
all_b2r,HC + GFP+BF (top-40),0,3.8e-05
all_b2r,HC + GFP+BF (top-40),1,0.988922
all_b2r,HC + GFP+BF (top-40),0,0.011849
all_b2r,HC + GFP+BF (top-40),0,0.103577
all_b2r,HC + GFP+BF (top-40),0,0.003785
all_b2r,HC + GFP+BF (top-40),1,0.983895
all_b2r,HC + GFP+BF (top-40),0,0.001753
all_b2r,HC + GFP+BF (top-40),1,0.824338
all_b2r,HC + GFP+BF (top-40),0,0.000507
all_b2r,HC + GFP+BF (top-40),0,0.823488
all_b2r,HC + GFP+BF (top-40),0,0.000143
all_b2r,HC + GFP+BF (top-40),0,0.092683
all_b2r,HC + GFP+BF (top-40),0,0.291552
all_b2r,HC + GFP+BF (top-40),1,0.991377
all_b2r,HC + GFP+BF (top-40),1,0.992999
all_b2r,HC + GFP+BF (top-40),0,0.125175
all_b2r,HC + GFP+BF (top-40),0,0.003028
all_b2r,HC + GFP+BF (top-40),0,0.006256
all_b2r,HC + GFP+BF (top-40),1,0.91793
all_b2r,HC + GFP+BF (top-40),0,0.277833
all_b2r,HC + GFP+BF (top-40),0,0.000429
all_b2r,HC + GFP+BF (top-40),0,0.062171
all_b2r,HC + GFP+BF (top-40),0,0.223011
all_b2r,HC + GFP+BF (top-40),0,0.037069
all_b2r,HC + GFP+BF (top-40),1,0.746386
all_b2r,HC + GFP+BF (top-40),0,0.042761
all_b2r,HC + GFP+BF (top-40),0,0.033903
all_b2r,HC + GFP+BF (top-40),0,0.757906
all_b2r,HC + GFP+BF (top-40),0,0.018178
all_b2r,HC + GFP+BF (top-40),0,0.122472
all_b2r,HC + GFP+BF (top-40),0,0.004817
all_b2r,HC + GFP+BF (top-40),0,0.000299
all_b2r,HC + GFP+BF (top-40),0,0.502027
all_b2r,HC + GFP+BF (top-40),0,0.017428
all_b2r,HC + GFP+BF (top-40),0,0.13372
all_b2r,HC + GFP+BF (top-40),1,0.287342
