Track_ID,dataset,onset_frame,dist_nearest,n_infected_at_onset,n_within_50,n_within_100,n_within_200
A2_3038,A2,87.0,11.048649501282512,809,2,4,8
A2_3039,A2,87.0,47.93046884774104,809,1,3,16
A2_3043,A2,86.0,39.037629165290994,795,1,3,12
A2_3046,A2,87.0,22.625303898542892,809,1,4,9
A2_3050,A2,86.0,33.60422567902467,795,1,2,13
A2_3052,A2,87.0,54.651996565934574,809,0,6,23
A2_3053,A2,86.0,54.79014732862881,795,0,3,22
A2_3056,A2,87.0,66.31348955440994,809,0,3,16
A2_3079,A2,88.0,63.19641383245973,827,0,1,8
A2_3080,A2,88.0,57.97884823146894,827,0,4,19
A2_3085,A2,88.0,50.92650769507051,827,0,1,11
A2_3092,A2,88.0,25.598006747475697,827,1,5,12
A2_3093,A2,88.0,90.6059275914886,827,0,1,14
A2_3095,A2,88.0,94.65434629934066,827,0,1,6
A2_3099,A2,91.0,25.622124797567334,844,2,5,21
A2_3100,A2,91.0,61.05673589600926,844,0,6,13
A2_3101,A2,90.0,27.630107386068186,828,2,6,15
A2_3109,A2,89.0,23.65934004389648,828,1,3,6
A2_3110,A2,89.0,31.93612698674197,828,1,4,6
A2_3111,A2,91.0,26.884218622686166,844,1,2,7
A2_3115,A2,91.0,31.791407579802264,844,2,9,25
A2_3119,A2,89.0,33.77118202141433,828,1,4,12
A2_3122,A2,91.0,52.38243779764501,844,0,2,7
A2_3123,A2,91.0,96.0650278995282,844,0,1,4
A2_3125,A2,91.0,57.553862851585,844,0,2,17
A2_3128,A2,91.0,115.95195053707248,844,0,0,4
A2_3133,A2,91.0,25.852980132450444,844,1,2,16
A2_3135,A2,90.0,93.13453033591806,828,0,3,20
A2_3136,A2,90.0,15.106980629493595,828,3,4,19
A2_3139,A2,90.0,48.38110335686882,828,1,5,25
A2_3144,A2,91.0,12.144364246987415,844,2,6,20
A2_3154,A2,89.0,16.833889306272255,828,2,6,21
A2_3155,A2,90.0,5.471391764605079,828,1,5,18
A2_3160,A2,90.0,40.78960413388198,828,1,4,21
A2_3163,A2,89.0,64.44327787727966,828,0,2,8
A2_3166,A2,89.0,22.01140756268493,828,1,1,6
A2_3167,A2,89.0,44.360750015242054,828,1,6,26
A2_3174,A2,92.0,13.767049477759446,838,1,6,15
A2_3187,A2,92.0,49.759435726757076,838,1,2,12
A2_3191,A2,92.0,30.752505553583223,838,1,6,17
A2_3192,A2,86.0,32.72418702649897,795,1,6,20
A2_3193,A2,92.0,37.18415715529704,838,1,7,19
A2_3202,A2,92.0,45.045191853182985,838,1,5,10
A2_3204,A2,92.0,61.88896640738646,838,0,7,16
A2_3217,A2,90.0,17.08791157100499,828,2,5,15
A2_3218,A2,93.0,18.141409695273396,837,3,10,24
A2_3220,A2,93.0,73.14991215819863,837,0,2,14
A2_3223,A2,93.0,23.80762776720834,837,4,4,16
A2_3227,A2,93.0,64.74074274455947,837,0,2,6
A2_3233,A2,93.0,32.26111196238277,837,1,5,17
A2_3235,A2,93.0,22.74035179603463,837,2,9,21
A2_3239,A2,93.0,28.321981790075128,837,1,1,6
A2_3241,A2,93.0,15.790248654461484,837,2,3,17
A2_3243,A2,93.0,40.04610168040556,837,1,8,15
A2_3253,A2,94.0,14.21058019990394,860,1,5,16
A2_3262,A2,94.0,59.52243507416314,860,0,1,13
A2_3265,A2,94.0,17.504873080342904,860,1,2,11
A2_3288,A2,95.0,42.518125467260795,866,1,2,15
A2_3289,A2,95.0,60.923817286267116,866,0,2,7
A2_3290,A2,95.0,37.532053278499646,866,1,3,16
A2_3291,A2,95.0,42.04075067940983,866,1,4,14
A2_3295,A2,95.0,31.901820738668345,866,1,3,17
A2_3299,A2,95.0,32.55220248996569,866,1,7,19
A2_3300,A2,95.0,26.79890534917408,866,1,4,17
A2_3302,A2,95.0,56.36364828535482,866,0,3,11
A2_3303,A2,95.0,60.385503980729894,866,0,4,15
A2_3308,A2,95.0,90.732473090502,866,0,2,7
A2_3316,A2,96.0,90.97531005755269,885,0,1,12
A2_3318,A2,96.0,36.733514889263645,885,1,2,9
A2_3324,A2,96.0,44.52750082346615,885,1,6,14
A2_3329,A2,96.0,33.64392028254719,885,1,4,27
A2_3335,A2,96.0,32.48108737570188,885,1,2,13
A2_3345,A2,96.0,45.79554173778638,885,1,2,4
A2_3349,A2,103.0,25.40869134051817,925,2,7,23
A2_3351,A2,100.0,23.37233162147189,904,2,6,26
A2_3352,A2,97.0,45.31142208004181,877,2,7,21
A2_3357,A2,103.0,24.997799096115244,925,3,7,19
A2_3359,A2,98.0,40.89494664790572,906,1,5,16
A2_3363,A2,103.0,38.422513609151316,925,1,7,29
A2_3365,A2,102.0,11.233973257225566,897,1,7,25
A2_3367,A2,99.0,47.47486353397295,903,1,3,11
A2_3370,A2,100.0,36.78067833395927,904,1,2,14
A2_3372,A2,100.0,10.39960128617006,904,2,3,20
A2_3374,A2,103.0,20.954785742373883,925,3,11,24
A2_3375,A2,100.0,49.864021105257486,904,1,3,16
A2_3379,A2,98.0,84.18771171966026,906,0,1,7
A2_3381,A2,102.0,22.768541672616085,897,1,3,12
A2_3382,A2,103.0,40.62766297389785,925,1,3,4
A2_3383,A2,97.0,85.23567188612435,877,0,2,12
A2_3385,A2,101.0,47.79442717115941,902,1,2,12
A2_3386,A2,97.0,55.71484016964081,877,0,1,7
A2_3388,A2,100.0,20.546049183567224,904,1,7,21
A2_3393,A2,97.0,30.24812523358844,877,1,4,15
A2_3394,A2,102.0,24.664908884097656,897,1,5,19
A2_3395,A2,101.0,21.97674806173896,902,1,4,19
A2_3396,A2,102.0,19.730618824121084,897,3,3,8
A2_3397,A2,97.0,44.25768423325204,877,1,9,24
A2_3398,A2,98.0,44.970902812981535,906,2,2,14
A2_3400,A2,97.0,22.74832318955773,877,2,6,15
A2_3401,A2,99.0,14.565224702992188,903,1,3,11
A2_3405,A2,102.0,26.883700912618156,897,1,5,20
A2_3410,A2,101.0,29.726193999319367,902,3,7,16
A2_3413,A2,97.0,73.247223306139,877,0,1,5
A2_3418,A2,98.0,85.42077936602611,906,0,2,5
A2_3421,A2,100.0,34.02273004323022,904,1,3,18
A2_3422,A2,103.0,152.10916889682085,925,0,0,7
A2_3435,A2,102.0,35.572588009468724,897,1,4,13
A2_3436,A2,98.0,22.157187766299035,906,1,3,17
A2_3438,A2,103.0,53.08586223162525,925,0,2,8
A2_3440,A2,97.0,30.180595827003692,877,4,6,16
A2_3442,A2,100.0,24.070955693259766,904,5,6,22
A2_3443,A2,100.0,24.060013490813,904,2,4,15
A2_3455,A2,97.0,63.484269865493836,877,0,5,28
A2_3457,A2,97.0,39.755749940285675,877,1,8,26
A2_3459,A2,97.0,20.828300658250175,877,3,5,13
A2_3473,A2,104.0,18.430224308409485,925,2,7,27
A2_3475,A2,100.0,41.99935474917356,904,1,5,15
A2_3482,A2,105.0,16.192630078409344,927,3,7,21
A2_3486,A2,106.0,33.961929067189295,936,1,3,25
A2_3488,A2,106.0,82.28427682402825,936,0,1,14
A2_3489,A2,105.0,41.30157264262997,927,1,2,14
A2_3490,A2,101.0,27.166020556952656,902,3,5,21
A2_3491,A2,98.0,40.89997333660822,906,3,5,18
A2_3494,A2,105.0,40.62053655595129,927,1,7,28
A2_3497,A2,106.0,33.44635589574711,936,3,8,16
A2_3502,A2,101.0,30.38984477393719,902,1,1,7
A2_3509,A2,102.0,3.368367969736024,897,3,7,19
A2_3510,A2,106.0,3.319306024540978,936,2,7,18
A2_3511,A2,102.0,9.496163544211564,897,1,4,19
A2_3512,A2,98.0,123.00525642938574,906,0,0,4
A2_3516,A2,106.0,28.35566604874326,936,2,3,21
A2_3544,A2,106.0,35.68627116924227,936,2,8,19
A2_3545,A2,105.0,24.46432234160709,927,1,2,25
A2_3553,A2,106.0,26.539934445030397,936,1,5,21
A2_3556,A2,106.0,22.05367824235665,936,1,7,16
A2_3561,A2,104.0,48.31922470084204,925,1,5,19
A2_3562,A2,104.0,48.32857977869582,925,1,5,19
A2_3567,A2,99.0,63.41007468199193,903,0,1,11
A2_3600,A2,100.0,59.680721889696954,904,0,4,15
A2_3612,A2,101.0,31.15899992486359,902,1,1,9
A2_3616,A2,101.0,37.83954591449796,902,4,6,16
A2_3623,A2,99.0,50.65467262534182,903,0,5,22
A2_3628,A2,101.0,59.0324649795899,902,0,5,23
A2_3642,A2,107.0,55.32695993247123,940,0,2,11
A2_3648,A2,107.0,37.43168185828688,940,2,5,30
A2_3651,A2,107.0,14.779161538068315,940,4,9,20
A2_3655,A2,107.0,17.838547093927204,940,4,5,19
A2_3656,A2,107.0,22.41145640668357,940,1,5,17
A2_3657,A2,107.0,36.05554391966342,940,1,4,17
A2_3671,A2,108.0,21.87935262610315,953,3,4,26
A2_3673,A2,109.0,63.211411599829624,950,0,3,20
A2_3676,A2,109.0,51.876937107309544,950,0,6,14
A2_3680,A2,110.0,23.86385591434777,969,2,2,8
A2_3681,A2,110.0,26.688303390738728,969,1,4,18
A2_3682,A2,109.0,45.93565278756844,950,1,4,22
A2_3687,A2,109.0,36.3898018784862,950,1,3,11
A2_3689,A2,110.0,14.223128582996004,969,2,5,12
A2_3690,A2,109.0,33.06091193833848,950,1,9,28
A2_3694,A2,108.0,42.93672989953026,953,1,3,10
A2_3695,A2,109.0,58.097765340975904,950,0,8,25
A2_3699,A2,109.0,39.34017523738046,950,1,7,19
A2_3700,A2,108.0,98.28068688354809,953,0,1,18
A2_3705,A2,108.0,18.53196611632461,953,2,3,14
A2_3708,A2,110.0,44.048590235692465,969,1,8,24
A2_3713,A2,110.0,31.985443833629315,969,1,3,5
A2_3714,A2,109.0,44.53350666930089,950,1,5,16
A2_3715,A2,110.0,12.190483220750462,969,2,8,27
A2_3716,A2,110.0,34.09971184746852,969,2,3,22
A2_3717,A2,108.0,46.96593651035608,953,1,2,13
A2_3718,A2,110.0,31.559237610444455,969,2,4,22
A2_3719,A2,110.0,79.77079794714057,969,0,2,4
A2_3724,A2,109.0,46.13986793668968,950,1,3,9
A2_3727,A2,109.0,28.649969050232986,950,1,5,14
A2_3728,A2,109.0,43.58215075797001,950,1,7,20
A2_3731,A2,108.0,13.588474667337263,953,3,8,25
A2_3732,A2,109.0,50.43903431690124,950,0,6,11
A2_3735,A2,111.0,21.421810957545645,991,3,10,25
A2_3737,A2,111.0,130.3752832739978,991,0,0,9
A2_3743,A2,111.0,40.40114207437385,991,1,2,18
A2_3744,A2,111.0,72.23826902207375,991,0,2,23
A2_3746,A2,111.0,61.68897063947677,991,0,2,15
A2_3750,A2,111.0,17.298181565383448,991,2,4,16
A2_3751,A2,111.0,27.80941395782334,991,2,7,20
A2_3756,A2,112.0,21.593901458857452,985,2,7,35
A2_3757,A2,112.0,28.330872399810918,985,2,7,24
A2_3759,A2,112.0,42.37237981399904,985,1,3,12
A2_3762,A2,112.0,20.222888660271195,985,2,5,21
A2_3763,A2,112.0,23.426873721129272,985,3,7,23
A2_3766,A2,112.0,13.834822298454919,985,2,8,22
A2_3768,A2,112.0,103.11391998730798,985,0,0,10
A2_3770,A2,112.0,52.12943890877582,985,0,5,16
A2_3772,A2,112.0,71.24422511473219,985,0,2,18
A2_3774,A2,112.0,36.45261008097702,985,1,5,14
A2_3811,A2,113.0,16.31299166356271,1006,2,8,23
A2_3812,A2,113.0,40.651930373272286,1006,1,5,25
A2_3813,A2,113.0,23.669542112004418,1006,3,4,8
A2_3814,A2,113.0,18.834145195961298,1006,1,11,27
A2_3815,A2,113.0,36.63677408446759,1006,1,4,18
A2_3820,A2,113.0,22.497037304549675,1006,1,7,20
A2_3823,A2,113.0,27.156074860572772,1006,1,4,20
A2_3827,A2,113.0,34.04267937645653,1006,2,5,35
A2_3828,A2,113.0,56.08316858925026,1006,0,3,17
A2_3830,A2,113.0,18.012167096469156,1006,1,3,15
A2_3833,A2,113.0,61.855100669975954,1006,0,3,23
A2_3841,A2,113.0,32.106391192186365,1006,2,7,25
A2_3843,A2,113.0,46.818426400776325,1006,1,2,8
A2_3845,A2,113.0,26.184723230791974,1006,1,6,11
A2_3847,A2,114.0,28.342480591800733,1015,1,5,21
A2_3852,A2,114.0,69.16006338108512,1015,0,5,18
A2_3853,A2,114.0,21.724960986094498,1015,2,8,22
A2_3857,A2,114.0,31.48521456123305,1015,2,7,26
A2_3858,A2,114.0,26.255341377797976,1015,4,9,27
A2_3859,A2,114.0,23.987723668488055,1015,1,4,24
A2_3862,A2,114.0,17.156846905222537,1015,6,13,27
A2_3864,A2,114.0,26.29733646755013,1015,2,6,26
A2_3865,A2,114.0,54.301574974283035,1015,0,3,16
A2_3873,A2,114.0,28.769749450828456,1015,1,5,23
A2_3875,A2,114.0,31.296412145851324,1015,2,8,15
A2_3882,A2,117.0,21.485548496703856,1042,3,5,14
A2_3884,A2,117.0,20.242792764760978,1042,2,5,22
A2_3887,A2,116.0,74.52742303932679,1022,0,3,9
A2_3892,A2,118.0,40.58483735191307,1041,3,5,24
A2_3895,A2,116.0,75.8922616449478,1022,0,3,9
A2_3897,A2,118.0,30.69699265074219,1041,1,4,23
A2_3899,A2,116.0,26.019220949105666,1022,2,4,14
A2_3903,A2,115.0,93.23697310952606,1011,0,2,7
A2_3909,A2,117.0,41.10102250607713,1042,2,5,14
A2_3921,A2,118.0,21.07516689113056,1041,2,11,23
A2_3924,A2,118.0,51.79150389144193,1041,0,5,33
A2_3927,A2,115.0,86.45931447934525,1011,0,2,12
A2_3930,A2,117.0,49.414427551658655,1042,1,9,26
A2_3931,A2,117.0,30.514681729430997,1042,1,2,13
A2_3935,A2,116.0,37.77389605696537,1022,1,4,16
A2_3941,A2,116.0,47.42230988707848,1022,1,2,16
A2_3980,A2,121.0,91.68207708177489,1066,0,1,12
A2_3984,A2,121.0,44.842293849821935,1066,2,4,16
A2_3986,A2,121.0,28.37433272120491,1066,3,7,19
A2_3996,A2,120.0,14.9560883025445,1048,2,3,14
A2_3997,A2,120.0,31.044686174910936,1048,2,4,17
A2_4002,A2,121.0,22.407921031781235,1066,2,5,17
A2_4003,A2,120.0,16.616740900354426,1048,4,14,27
A2_4007,A2,121.0,15.506522817643141,1066,3,3,8
A2_4008,A2,119.0,43.43038982283851,1027,1,3,10
A2_4011,A2,119.0,36.287742147690096,1027,1,7,34
A2_4012,A2,119.0,51.1695481523676,1027,0,7,32
A2_4017,A2,120.0,26.10709821831568,1048,2,7,27
A2_4027,A2,120.0,26.377294642788893,1048,1,4,21
A2_4028,A2,119.0,52.875362879363664,1027,0,5,26
A2_4029,A2,120.0,45.337588638826446,1048,1,6,19
A2_4035,A2,117.0,25.111996242330157,1042,2,8,19
A2_4044,A2,119.0,40.84063911937103,1027,1,4,22
A2_4054,A2,122.0,25.579775704379312,1058,2,9,28
A2_4055,A2,122.0,49.475058323473725,1058,1,9,27
A2_4059,A2,117.0,1.303258585034187,1042,4,10,28
A2_4065,A2,122.0,41.8342673902233,1058,2,6,25
A2_4073,A2,122.0,39.079308096147734,1058,1,1,19
A2_4079,A2,122.0,43.58172036093982,1058,1,4,18
A2_4083,A2,122.0,25.769010497628436,1058,2,7,28
A2_4084,A2,122.0,38.1812611440893,1058,1,3,21
A2_4092,A2,117.0,45.14890916962442,1042,2,5,9
A2_4101,A2,123.0,89.49561585270226,1065,0,3,14
A2_4103,A2,123.0,28.435856093781467,1065,1,1,12
A2_4111,A2,123.0,23.95592368753692,1065,2,7,15
A2_4122,A2,124.0,20.152290569882044,1076,1,6,30
A2_4126,A2,124.0,35.87339782647524,1076,1,3,15
A2_4131,A2,124.0,19.934195570300552,1076,3,6,34
A2_4135,A2,124.0,68.70924768261405,1076,0,2,5
A2_4137,A2,124.0,42.720754183564814,1076,1,4,19
A2_4139,A2,124.0,42.371906301378395,1076,1,7,34
A2_4141,A2,124.0,45.60127501849597,1076,1,6,21
A2_4142,A2,124.0,28.66563225722371,1076,2,5,12
A2_4147,A2,124.0,38.9069984995804,1076,2,10,27
A2_4149,A2,124.0,28.82840335582472,1076,3,9,25
A2_4161,A2,128.0,19.974311132810346,1087,3,6,12
A2_4164,A2,127.0,17.183295201829385,1083,1,4,39
A2_4169,A2,128.0,28.859488491919617,1087,2,11,32
A2_4172,A2,128.0,71.78712231243416,1087,0,7,15
A2_4173,A2,128.0,30.81575369554679,1087,1,4,17
A2_4178,A2,125.0,53.44450247320417,1077,0,4,11
A2_4180,A2,128.0,37.571894083908816,1087,1,5,31
A2_4183,A2,127.0,49.20144563474575,1083,1,5,24
A2_4184,A2,128.0,12.332680220648367,1087,2,4,30
A2_4195,A2,126.0,196.96983852278214,1082,0,0,1
A2_4197,A2,128.0,26.266366537907224,1087,1,1,5
A2_4203,A2,125.0,70.57720307019686,1077,0,3,12
A2_4212,A2,127.0,36.48043057476808,1083,2,4,12
A2_4217,A2,127.0,24.648175787287613,1083,2,4,19
A2_4240,A2,129.0,45.708742595525344,1097,1,3,23
A2_4255,A2,129.0,13.47545564600169,1097,1,4,24
A2_4260,A2,130.0,108.65248901799139,1091,0,0,9
A2_4262,A2,129.0,18.99072881742929,1097,2,7,23
A2_4272,A2,129.0,46.4204878575288,1097,1,9,20
A2_4284,A2,131.0,29.309629024481538,1090,1,8,27
A2_4285,A2,131.0,69.05939198200906,1090,0,4,17
A2_4286,A2,131.0,138.71895464968532,1090,0,0,4
A2_4288,A2,131.0,57.6372276232148,1090,0,2,14
A2_4290,A2,131.0,28.452518322529787,1090,6,8,26
A2_4297,A2,131.0,9.613368858188895,1090,3,10,29
A2_4298,A2,134.0,55.50189014298163,1100,0,3,11
A2_4308,A2,134.0,69.35531772839136,1100,0,4,25
A2_4310,A2,133.0,69.58581747295864,1107,0,2,16
A2_4325,A2,132.0,21.86424008727898,1097,2,6,22
A2_4332,A2,134.0,53.68804555610567,1100,0,5,13
A2_4336,A2,133.0,30.16396102270862,1107,2,3,9
A2_4340,A2,134.0,61.72069174665298,1100,0,2,4
A2_4357,A2,137.0,26.73407523885807,1116,1,4,13
A2_4368,A2,135.0,60.10208770146479,1114,0,3,11
A2_4369,A2,135.0,28.33883299369573,1114,2,6,17
A2_4375,A2,136.0,10.34565689947401,1111,3,8,27
A2_4388,A2,136.0,13.69019822084923,1111,2,3,12
A2_4390,A2,136.0,62.6585681194561,1111,0,7,33
A2_4391,A2,135.0,8.982324759295246,1114,4,5,34
A2_4393,A2,137.0,14.58914148809074,1116,4,9,28
A2_4395,A2,136.0,89.50664004482344,1111,0,1,3
A2_4419,A2,135.0,33.41879752015839,1114,1,6,25
A2_4434,A2,139.0,52.11007465038989,1115,0,4,21
A2_4435,A2,139.0,20.37204584504343,1115,4,9,28
A2_4447,A2,138.0,32.94129130807173,1115,2,7,20
A2_4449,A2,139.0,6.495710518811488,1115,3,8,25
A2_4458,A2,139.0,18.298991403190694,1115,5,7,27
A2_4461,A2,139.0,15.492488482896524,1115,2,4,13
A2_4472,A2,139.0,40.64753918136193,1115,2,3,21
A2_4486,A2,138.0,21.345832586354614,1115,1,8,26
A2_4487,A2,136.0,20.38455569268609,1111,4,7,14
A2_4495,A2,142.0,40.73428718863918,1130,1,3,19
A2_4501,A2,140.0,42.15042090472571,1107,1,3,16
A2_4514,A2,141.0,66.35270318596582,1119,0,5,16
A2_4531,A2,142.0,34.70561933384355,1130,1,3,19
A2_4533,A2,141.0,26.2989833025745,1119,2,7,23
A2_4543,A2,140.0,12.788131372980605,1107,1,4,31
A2_4557,A2,140.0,14.713217650058583,1107,4,15,32
A2_4564,A2,140.0,48.75166684874324,1107,1,6,18
A2_4565,A2,148.0,34.114548185011124,1134,2,2,13
A2_4567,A2,146.0,41.65007169566223,1144,2,5,13
A2_4575,A2,143.0,71.6291303780342,1129,0,2,18
A2_4576,A2,146.0,34.27375722049782,1144,2,5,17
A2_4581,A2,143.0,21.18953424149732,1129,1,5,21
A2_4587,A2,148.0,13.076819159342199,1134,2,4,20
A2_4588,A2,143.0,72.075792522933,1129,0,2,18
A2_4593,A2,143.0,2.2537685926025537,1129,2,4,22
A2_4601,A2,148.0,10.415657208237239,1134,4,12,32
A2_4602,A2,143.0,24.768061229539867,1129,2,5,20
A2_4608,A2,145.0,12.984788642664133,1131,3,5,25
A2_4610,A2,148.0,29.69675499918571,1134,3,5,15
A2_4611,A2,147.0,32.47704456668261,1135,1,9,32
A2_4612,A2,144.0,22.56958956943814,1140,2,4,19
A2_4613,A2,145.0,51.135682814253805,1131,0,4,23
A2_4617,A2,146.0,23.374171067472837,1144,1,3,13
A2_4624,A2,145.0,63.08736393937771,1131,0,3,10
A2_4626,A2,147.0,22.136988445449358,1135,2,7,32
A2_4627,A2,147.0,22.705719864742992,1135,2,4,16
A2_4629,A2,145.0,55.302566707757194,1131,0,1,8
A2_4632,A2,146.0,2.0137439271481603,1144,2,2,9
A2_4637,A2,148.0,41.50927409407593,1134,2,3,10
A2_4639,A2,143.0,15.433238543886109,1129,2,11,26
A2_4647,A2,147.0,16.33307055557489,1135,5,11,30
A2_4649,A2,145.0,30.262981462429323,1131,1,4,10
A2_4655,A2,143.0,31.19661335448723,1129,3,5,26
A2_4659,A2,144.0,115.12210407423073,1140,0,0,4
A2_4660,A2,150.0,23.857829353837307,1151,3,10,28
A2_4663,A2,145.0,6.859779973140411,1131,4,11,28
A2_4664,A2,150.0,80.33259886544317,1151,0,3,4
A2_4668,A2,150.0,53.85194555347897,1151,0,6,18
A2_4669,A2,149.0,77.5522640032915,1144,0,2,15
A2_4674,A2,149.0,18.80678651344794,1144,1,4,17
A2_4676,A2,146.0,34.28134840395015,1144,1,1,15
A2_4681,A2,149.0,30.141598743690377,1144,1,6,17
A2_4684,A2,146.0,14.714558489830491,1144,1,4,26
A2_4685,A2,145.0,32.22379227635406,1131,1,4,24
A2_4688,A2,150.0,43.12455850753101,1151,2,4,20
A2_4698,A2,150.0,49.623891373138626,1151,1,5,9
A2_4700,A2,150.0,40.869492504040764,1151,1,4,25
A2_4702,A2,149.0,56.982564279037696,1144,0,3,16
A2_4703,A2,144.0,34.98672281511023,1140,2,3,18
A2_4707,A2,150.0,29.984561537904867,1151,1,2,12
A2_4717,A2,150.0,37.14530803122463,1151,2,8,23
A2_4718,A2,145.0,14.848467670749399,1131,4,10,28
A2_4735,A2,143.0,64.42177874508369,1129,0,1,6
A2_4742,A2,146.0,57.27817078896612,1144,0,2,4
A2_4762,A2,145.0,2.4258048563347985,1131,3,7,17
A2_4764,A2,151.0,109.58295568257634,1162,0,0,3
A2_4769,A2,151.0,42.745524881117,1162,2,5,21
A2_4778,A2,151.0,21.997384503181692,1162,1,7,25
A2_4781,A2,151.0,28.896374744790712,1162,3,6,10
A2_4783,A2,151.0,29.77673296801499,1162,2,12,31
A2_4787,A2,147.0,13.230103873718214,1135,4,6,17
A2_4808,A2,152.0,19.534078090057044,1161,7,12,33
A2_4816,A2,152.0,22.362755481693544,1161,3,5,13
A2_4818,A2,152.0,30.54147600046121,1161,3,4,25
A2_4820,A2,152.0,53.27291007273432,1161,0,4,17
A2_4826,A2,152.0,52.89601496362513,1161,0,3,15
A2_4842,A2,155.0,74.77109661105992,1170,0,3,12
A2_4844,A2,155.0,23.565479795975385,1170,2,8,23
A2_4852,A2,153.0,19.96228923084561,1166,4,6,28
A2_4854,A2,154.0,21.303548770770856,1171,2,2,8
A2_4859,A2,154.0,22.478556116583565,1171,2,3,8
A2_4875,A2,153.0,44.71706692292249,1166,2,7,40
A2_4886,A2,153.0,2.766932083200464,1166,2,5,19
A2_4887,A2,153.0,15.28236780002284,1166,3,10,19
A2_4898,A2,153.0,20.177716079552912,1166,2,4,19
A2_4900,A2,154.0,16.923865208267504,1171,2,4,19
A2_4903,A2,154.0,9.672875875579697,1171,2,4,23
A2_4921,A2,156.0,39.03341191589147,1153,1,1,12
A2_4924,A2,156.0,30.96776355057533,1153,1,4,20
A2_4925,A2,156.0,26.924290423222292,1153,2,5,20
A2_4931,A2,156.0,14.358288747172312,1153,5,14,27
A2_4944,A2,156.0,121.42234271707706,1153,0,0,11
A2_4945,A2,156.0,13.165470057210552,1153,1,3,8
A2_4953,A2,157.0,57.079747225432406,1168,0,5,20
A2_4965,A2,157.0,13.662773193801534,1168,3,7,15
A2_4967,A2,157.0,39.30097972578646,1168,2,7,14
A2_4969,A2,157.0,22.063609717222164,1168,1,3,25
A2_4978,A2,161.0,12.466314807180346,1159,4,13,21
A2_4985,A2,162.0,101.63643837289202,1160,0,0,18
A2_4991,A2,160.0,31.426998450832734,1191,2,12,41
A2_4993,A2,164.0,31.983281300624494,1178,1,3,20
A2_4997,A2,163.0,42.81561157002937,1174,1,4,14
A2_5003,A2,163.0,35.27546868180022,1174,2,3,17
A2_5011,A2,158.0,26.018101739751565,1169,1,2,3
A2_5012,A2,159.0,31.283775305472812,1180,1,1,13
A2_5015,A2,161.0,11.737077192129792,1159,3,7,18
A2_5019,A2,164.0,30.18842738304344,1178,1,2,9
A2_5027,A2,162.0,22.96675300668733,1160,3,6,23
A2_5028,A2,162.0,28.64265914664071,1160,3,7,20
A2_5031,A2,158.0,13.538060695611609,1169,7,15,30
A2_5037,A2,165.0,23.120686044308417,1174,3,8,23
A2_5038,A2,164.0,14.205982617982457,1178,4,7,25
A2_5043,A2,163.0,63.77244718029396,1174,0,7,19
A2_5053,A2,165.0,3.090073015238627,1174,1,4,18
A2_5056,A2,162.0,18.60206024917095,1160,3,5,33
A2_5058,A2,164.0,20.33597633249933,1178,3,7,24
A2_5059,A2,162.0,46.68134524858715,1160,1,8,25
A2_5071,A2,162.0,49.877542106587875,1160,1,7,27
A2_5083,A2,159.0,58.78697481591208,1180,0,1,12
A2_5084,A2,159.0,25.7363590638006,1180,1,6,21
A2_5109,A2,162.0,30.229100399313523,1160,2,5,19
A2_5112,A2,169.0,49.76710939022104,1155,1,4,9
A2_5116,A2,169.0,29.474910295407263,1155,2,4,11
A2_5126,A2,169.0,13.643685441834748,1155,3,8,27
A2_5143,A2,169.0,18.00366167539631,1155,4,9,26
A2_5152,A2,166.0,19.87404631289524,1164,1,4,22
A2_5153,A2,168.0,43.3207626995447,1157,1,3,13
A2_5156,A2,167.0,22.268862008861117,1168,4,6,16
A2_5163,A2,169.0,20.049496744433373,1155,4,9,34
A2_5187,A2,168.0,34.77093541201815,1157,2,5,18
A2_5192,A2,171.0,49.406454092092474,1175,1,2,6
A2_5197,A2,170.0,23.090562465476122,1171,2,5,17
A2_5198,A2,167.0,18.525311909515764,1168,1,3,10
A2_5207,A2,171.0,33.40902851610067,1175,2,9,27
A2_5209,A2,170.0,18.223513832310804,1171,1,5,21
A2_5211,A2,170.0,18.00925208623718,1171,3,8,21
A2_5217,A2,171.0,126.81466921745415,1175,0,0,5
A2_5230,A2,173.0,20.163578333482626,1161,3,6,23
A2_5231,A2,173.0,46.364131830956005,1161,1,4,16
A2_5232,A2,173.0,24.143711270265726,1161,2,6,18
A2_5334,A2,170.0,9.277666096071027,1171,4,14,21
A2_5349,A2,172.0,23.787755914501293,1162,1,6,17
A2_5353,A2,175.0,8.493826724440375,1148,3,15,34
A2_5366,A2,175.0,22.330094758491715,1148,1,7,20
A2_5395,A2,175.0,32.29926923791892,1148,1,8,27
A3_9,A3,9.0,,0,0,0,0
A3_12,A3,9.0,,0,0,0,0
A3_21,A3,12.0,820.5643514669326,2,0,0,0
A3_22,A3,12.0,249.4629366793566,2,0,0,0
A3_27,A3,14.0,959.5997367252079,4,0,0,0
A3_28,A3,14.0,844.4068530208976,4,0,0,0
A3_36,A3,15.0,389.0760048475219,6,0,0,0
A3_37,A3,16.0,303.0108731901214,10,0,0,0
A3_38,A3,15.0,514.2053567539551,6,0,0,0
A3_41,A3,15.0,568.2830921074705,6,0,0,0
A3_42,A3,15.0,343.31888401646376,6,0,0,0
A3_45,A3,15.0,264.10311074866354,6,0,0,0
