Track_ID,dataset,onset_frame,dist_nearest,n_infected_at_onset,n_within_50,n_within_100,n_within_200
A2_745,A2,41.0,51.19878469673764,323,0,1,4
A2_748,A2,40.0,31.973923800140263,305,2,3,11
A2_749,A2,34.0,38.26839513769034,213,2,2,5
A2_752,A2,38.0,51.10334203448754,271,0,1,15
A2_753,A2,33.0,41.362676745214735,200,1,1,2
A2_762,A2,32.0,146.11421394178566,175,0,0,2
A2_766,A2,40.0,98.10499866768544,305,0,1,5
A2_767,A2,37.0,119.82672576090023,254,0,0,2
A2_770,A2,38.0,10.497241452156333,271,1,2,7
A2_775,A2,38.0,149.23337804332894,271,0,0,4
A2_778,A2,34.0,58.84102589836077,213,0,1,4
A2_782,A2,34.0,58.34994858082403,213,0,2,3
A2_786,A2,38.0,56.46669600174893,271,0,2,5
A2_787,A2,37.0,192.82321890632568,254,0,0,2
A2_790,A2,40.0,534.097790340133,305,0,0,0
A2_791,A2,41.0,44.432755256576606,323,1,1,4
A2_792,A2,41.0,62.8246516652998,323,0,1,4
A2_794,A2,39.0,82.3216052892929,289,0,1,3
A2_795,A2,38.0,115.81518684694485,271,0,0,3
A2_800,A2,37.0,131.2398776176288,254,0,0,4
A2_802,A2,41.0,99.68862517313836,323,0,1,10
A2_805,A2,38.0,60.21784517863101,271,0,1,6
A2_806,A2,38.0,53.30593792521353,271,0,1,3
A2_807,A2,40.0,67.47429918916357,305,0,3,8
A2_808,A2,38.0,73.03142225091109,271,0,1,4
A2_809,A2,41.0,28.81314547334737,323,1,1,2
A2_811,A2,38.0,98.8780137372718,271,0,1,2
A2_814,A2,39.0,120.16489972733855,289,0,0,6
A2_815,A2,40.0,74.88940477988017,305,0,2,5
A2_818,A2,40.0,48.283729954314964,305,1,1,12
A2_820,A2,37.0,39.0208245491888,254,1,1,6
A2_821,A2,37.0,16.28439469283511,254,1,4,10
A2_822,A2,30.0,165.2838867998455,139,0,0,2
A2_826,A2,37.0,96.46336600474493,254,0,1,3
A2_828,A2,40.0,126.37379691428019,305,0,0,6
A2_834,A2,37.0,86.36344883218275,254,0,1,6
A2_839,A2,41.0,112.71451440570806,323,0,0,3
A2_840,A2,35.0,67.8972974052202,231,0,1,5
A2_841,A2,38.0,70.8849806332358,271,0,2,8
A2_844,A2,39.0,99.06468702939263,289,0,1,7
A2_846,A2,32.0,84.68464192966866,175,0,4,7
A2_849,A2,39.0,97.10357548618623,289,0,1,6
A2_853,A2,32.0,140.73402632093837,175,0,0,3
A2_854,A2,39.0,53.346318649786,289,0,2,2
A2_859,A2,40.0,61.31966485308868,305,0,1,5
A2_863,A2,32.0,98.45808570111286,175,0,1,2
A2_864,A2,38.0,19.21560718814117,271,1,3,5
A2_868,A2,32.0,156.6956813361968,175,0,0,3
A2_871,A2,35.0,78.40109364621735,231,0,2,6
A2_872,A2,41.0,45.585280408163634,323,2,3,15
A2_874,A2,38.0,226.2849866179803,271,0,0,0
A2_875,A2,38.0,26.53754269575271,271,1,1,4
A2_879,A2,41.0,27.39513474030178,323,1,1,3
A2_883,A2,41.0,42.75996522993152,323,1,2,6
A2_885,A2,40.0,162.9815690063677,305,0,0,7
A2_887,A2,41.0,24.620179273795056,323,1,2,4
A2_888,A2,39.0,52.39007232013385,289,0,4,9
A2_889,A2,40.0,144.68216025540042,305,0,0,2
A2_892,A2,41.0,100.88937301690471,323,0,0,3
A2_893,A2,39.0,100.37873879323224,289,0,0,5
A2_899,A2,38.0,47.307786410697936,271,2,3,13
A2_900,A2,39.0,142.98317831187524,289,0,0,4
A2_901,A2,40.0,71.37980269047674,305,0,2,5
A2_903,A2,40.0,45.98383087016046,305,1,3,3
A2_904,A2,38.0,31.020164624013645,271,1,2,9
A2_905,A2,40.0,101.9375674789026,305,0,0,4
A2_909,A2,32.0,43.70900742919166,175,1,1,5
A2_912,A2,39.0,57.26264200768236,289,0,2,7
A2_915,A2,40.0,119.8616308344576,305,0,0,6
A2_917,A2,30.0,126.33423715421453,139,0,0,3
A2_934,A2,37.0,45.17043101866579,254,1,2,4
A2_935,A2,39.0,109.33779275312463,289,0,0,2
A2_941,A2,38.0,90.26010727717157,271,0,1,4
A2_942,A2,39.0,112.22266276283882,289,0,0,9
A2_943,A2,38.0,90.93312470126678,271,0,1,5
A2_945,A2,39.0,20.986570439050055,289,1,2,6
A2_946,A2,40.0,50.94885380748089,305,0,3,10
A2_949,A2,40.0,86.99659616188129,305,0,1,7
A2_970,A2,35.0,23.868726808154356,231,2,2,5
A2_977,A2,34.0,88.3049050428609,213,0,1,4
A2_980,A2,34.0,175.32892964076328,213,0,0,1
A2_983,A2,39.0,38.27113799589936,289,2,2,5
A2_987,A2,42.0,41.2402536900475,336,1,3,10
A2_988,A2,43.0,37.9879018362555,353,1,3,6
A2_993,A2,43.0,125.7543042845012,353,0,0,7
A2_995,A2,43.0,53.244104039287215,353,0,4,7
A2_996,A2,42.0,84.92772898256999,336,0,1,3
A2_997,A2,42.0,145.8168804982056,336,0,0,2
A2_998,A2,33.0,154.7769209600642,200,0,0,1
A2_1000,A2,43.0,17.057321312600745,353,1,2,7
A2_1003,A2,43.0,146.153872869905,353,0,0,4
A2_1005,A2,42.0,88.68323639005543,336,0,1,12
A2_1007,A2,43.0,96.04129553223973,353,0,1,5
A2_1012,A2,43.0,77.33464208608483,353,0,1,4
A2_1015,A2,43.0,38.8840626062336,353,1,4,10
A2_1024,A2,43.0,143.14319866148875,353,0,0,3
A2_1027,A2,43.0,11.687487464600508,353,2,3,12
A2_1029,A2,43.0,94.69470019301151,353,0,1,3
A2_1032,A2,37.0,59.01791833921888,254,0,3,7
A2_1036,A2,42.0,128.2969247442887,336,0,0,6
A2_1037,A2,43.0,75.70451426127558,353,0,1,4
A2_1051,A2,38.0,76.52064377571126,271,0,2,10
A2_1052,A2,43.0,43.10396691981587,353,1,2,5
A2_1053,A2,42.0,22.08557892362194,336,2,3,5
A2_1054,A2,43.0,88.27985884819566,353,0,1,4
A2_1055,A2,43.0,33.17560544307733,353,1,6,13
A2_1061,A2,43.0,84.46200945146167,353,0,2,4
A2_1064,A2,43.0,127.55063277729545,353,0,0,7
A2_1069,A2,37.0,32.74031523370748,254,1,1,5
A2_1070,A2,37.0,41.61319567295543,254,1,1,4
A2_1073,A2,43.0,59.70884540778003,353,0,2,7
A2_1077,A2,42.0,42.587626914919326,336,1,2,7
A2_1079,A2,43.0,104.39011087020913,353,0,0,5
A2_1082,A2,42.0,15.722954340440117,336,1,2,5
A2_1084,A2,37.0,103.11822230639883,254,0,0,2
A2_1089,A2,46.0,33.54487872240196,395,1,5,13
A2_1094,A2,46.0,31.194089015355356,395,1,2,9
A2_1096,A2,44.0,92.12513765132128,365,0,1,7
A2_1097,A2,46.0,70.91536057203675,395,0,2,12
A2_1098,A2,46.0,85.17919477155861,395,0,1,8
A2_1100,A2,46.0,76.92074506712243,395,0,1,9
A2_1101,A2,47.0,47.42373848775753,408,1,6,17
A2_1102,A2,45.0,27.711524674210168,383,1,2,5
A2_1105,A2,47.0,26.867324368770742,408,1,5,17
A2_1106,A2,45.0,23.987273489132647,383,1,3,8
A2_1107,A2,44.0,91.99696364683851,365,0,2,4
A2_1108,A2,46.0,27.964661902364128,395,1,2,9
A2_1109,A2,47.0,22.276146187240023,408,1,2,12
A2_1112,A2,47.0,0.7268886296965802,408,1,2,5
A2_1113,A2,46.0,81.46223745927256,395,0,1,5
A2_1119,A2,44.0,98.13306574552183,365,0,1,1
A2_1127,A2,46.0,115.31147695708977,395,0,0,6
A2_1129,A2,47.0,126.36784856858245,408,0,0,5
A2_1135,A2,42.0,121.24591264140646,336,0,0,4
A2_1144,A2,38.0,192.19189052742638,271,0,0,2
A2_1148,A2,47.0,53.36371236903452,408,0,2,10
A2_1161,A2,44.0,163.2918305026815,365,0,0,2
A2_1165,A2,42.0,63.42311935855511,336,0,2,6
A2_1168,A2,45.0,34.486291690240584,383,1,5,8
A2_1170,A2,38.0,55.938709887221094,271,0,1,3
A2_1175,A2,44.0,75.06989122630017,365,0,2,4
A2_1178,A2,47.0,21.637570674227696,408,2,3,5
A2_1179,A2,47.0,25.330113275602187,408,2,3,5
A2_1180,A2,46.0,32.097238008372976,395,1,2,7
A2_1181,A2,47.0,4.615431917882151,408,1,2,6
A2_1183,A2,46.0,95.84371122632743,395,0,1,6
A2_1189,A2,45.0,110.86845149408386,383,0,0,11
A2_1191,A2,44.0,51.1655568925917,365,0,3,5
A2_1193,A2,44.0,53.88738873392999,365,0,2,10
A2_1195,A2,47.0,103.73862159050246,408,0,0,4
A2_1200,A2,46.0,76.14837045681732,395,0,1,4
A2_1203,A2,47.0,93.71375167843229,408,0,1,8
A2_1204,A2,44.0,82.19157150813353,365,0,2,9
A2_1209,A2,45.0,75.85466863050875,383,0,1,4
A2_1210,A2,47.0,90.91399091163967,408,0,2,10
A2_1216,A2,45.0,108.61248832475583,383,0,0,8
A2_1218,A2,45.0,70.46365405023138,383,0,2,9
A2_1222,A2,44.0,51.27129369047918,365,0,2,8
A2_1228,A2,46.0,59.696390725671186,395,0,1,3
A2_1230,A2,45.0,117.82734316579595,383,0,0,7
A2_1231,A2,42.0,66.85623110137709,336,0,1,4
A2_1233,A2,44.0,8.631791653443631,365,2,3,9
A2_1234,A2,47.0,31.36660273023461,408,1,2,9
A2_1237,A2,45.0,83.07798447868419,383,0,2,8
A2_1243,A2,46.0,65.881331879626,395,0,2,9
A2_1247,A2,46.0,27.232289913113107,395,1,2,4
A2_1249,A2,38.0,11.769289474849641,271,1,1,7
A2_1259,A2,48.0,40.355172194445025,414,1,1,9
A2_1265,A2,48.0,38.65179941343451,414,1,2,7
A2_1266,A2,48.0,29.378731417160182,414,1,2,13
A2_1271,A2,48.0,85.86116592073667,414,0,4,12
A2_1272,A2,48.0,30.773865020462452,414,1,6,9
A2_1275,A2,42.0,92.68388935593946,336,0,1,1
A2_1277,A2,44.0,33.20739160763369,365,1,1,3
A2_1280,A2,48.0,28.123090241503107,414,1,3,9
A2_1284,A2,46.0,35.42284311727577,395,1,2,4
A2_1286,A2,44.0,61.03044695936664,365,0,3,9
A2_1288,A2,48.0,35.13624553421866,414,1,4,8
A2_1290,A2,44.0,97.21623467416883,365,0,1,7
A2_1291,A2,44.0,101.85550899467107,365,0,0,3
A2_1298,A2,48.0,92.10874149331636,414,0,2,7
A2_1299,A2,46.0,66.71877544239403,395,0,1,3
A2_1300,A2,45.0,71.52741588583399,383,0,2,8
A2_1311,A2,46.0,52.98009439621646,395,0,3,15
A2_1318,A2,44.0,19.992658093201044,365,1,1,3
A2_1325,A2,44.0,75.25263250337483,365,0,3,12
A2_1348,A2,44.0,101.31309458902544,365,0,0,7
A2_1396,A2,45.0,69.57372178143879,383,0,1,3
A2_1400,A2,45.0,98.47712187357234,383,0,1,11
A2_1403,A2,49.0,71.71803142987041,426,0,1,5
A2_1414,A2,50.0,42.37745224232016,432,1,1,6
A2_1416,A2,49.0,86.28368434861186,426,0,1,6
A2_1421,A2,50.0,107.65949898688208,432,0,0,10
A2_1424,A2,49.0,97.54683031353059,426,0,1,11
A2_1425,A2,49.0,53.98165955594158,426,0,3,15
A2_1431,A2,50.0,68.75171186654075,432,0,2,8
A2_1435,A2,50.0,56.02668713757218,432,0,1,6
A2_1436,A2,50.0,132.92068705865984,432,0,0,4
A2_1437,A2,50.0,172.4470651774397,432,0,0,3
A2_1439,A2,49.0,17.400844746931394,426,1,2,8
A2_1440,A2,50.0,89.84094516961282,432,0,1,3
A2_1446,A2,49.0,41.30361676420204,426,1,2,5
A2_1451,A2,50.0,67.13695490684331,432,0,2,11
A2_1456,A2,50.0,59.22651729271483,432,0,2,14
A2_1460,A2,50.0,13.450128730194004,432,1,1,4
A2_1461,A2,50.0,42.479428468949266,432,2,3,8
A2_1462,A2,50.0,48.89836549413355,432,1,1,7
A2_1468,A2,50.0,83.8654624081245,432,0,1,10
A2_1472,A2,50.0,36.05536653343528,432,1,2,5
A2_1475,A2,49.0,48.179269493460986,426,1,3,12
A2_1484,A2,50.0,141.91549401250825,432,0,0,2
A2_1485,A2,49.0,31.909063836473695,426,1,2,9
A2_1490,A2,49.0,87.33236988123622,426,0,2,11
A2_1494,A2,49.0,47.79665492046076,426,1,4,12
A2_1498,A2,49.0,33.80850223395679,426,1,2,9
A2_1508,A2,51.0,37.9079959823431,450,2,2,7
A2_1510,A2,51.0,35.4117185376552,450,1,4,10
A2_1515,A2,51.0,11.378554489266161,450,1,5,7
A2_1516,A2,51.0,58.46725898007877,450,0,6,15
A2_1518,A2,51.0,38.800313484724384,450,1,4,10
A2_1539,A2,51.0,26.67542759027135,450,2,3,7
A2_1542,A2,51.0,4.943820896976282,450,3,8,11
A2_1546,A2,51.0,9.93984294229923,450,2,8,11
A2_1547,A2,51.0,164.20739221724966,450,0,0,1
A2_1562,A2,52.0,76.29146831341255,454,0,1,4
A2_1565,A2,52.0,47.36295225596602,454,1,3,9
A2_1569,A2,52.0,52.946305989198734,454,0,1,2
A2_1575,A2,52.0,87.38585675198202,454,0,3,11
A2_1576,A2,52.0,106.22829219369858,454,0,0,8
A2_1577,A2,52.0,54.37225859871396,454,0,2,9
A2_1582,A2,52.0,28.77260699511096,454,1,1,6
A2_1588,A2,52.0,69.00733515128886,454,0,2,4
A2_1591,A2,52.0,48.28368619750355,454,1,1,12
A2_1592,A2,52.0,186.13023123173966,454,0,0,2
A2_1598,A2,52.0,106.45582442260977,454,0,0,6
A2_1599,A2,52.0,74.36428857300359,454,0,1,9
A2_1602,A2,52.0,31.605739685203382,454,1,4,18
A2_1604,A2,52.0,42.67144614503169,454,2,2,7
A2_1606,A2,52.0,26.568850769790096,454,2,5,14
A2_1609,A2,52.0,48.718652279554426,454,1,4,10
A2_1612,A2,53.0,93.9577175740341,463,0,1,8
A2_1616,A2,53.0,80.78670725498466,463,0,2,14
A2_1619,A2,53.0,46.68218495893325,463,1,1,6
A2_1623,A2,53.0,44.180581890110574,463,1,2,4
A2_1624,A2,53.0,68.5676787061344,463,0,1,5
A2_1634,A2,53.0,32.650754380349085,463,1,2,4
A2_1645,A2,53.0,40.214838700269624,463,1,3,6
A2_1646,A2,53.0,23.238963682703627,463,1,1,4
A2_1649,A2,53.0,40.23033477338712,463,2,2,11
A2_1650,A2,53.0,87.13575511130281,463,0,4,12
A2_1652,A2,53.0,158.13003441627453,463,0,0,3
A2_1653,A2,53.0,8.934848614124078,463,1,2,4
A2_1655,A2,53.0,39.46509005777764,463,1,4,9
A2_1656,A2,53.0,43.853101860962106,463,1,3,12
A2_1660,A2,53.0,90.53319092034616,463,0,1,15
A2_1661,A2,53.0,68.80331117433296,463,0,3,9
A2_1662,A2,53.0,21.184291596009682,463,3,4,13
A2_1666,A2,53.0,61.42104672006658,463,0,1,10
A2_1671,A2,55.0,28.409616382256672,508,1,2,10
A2_1674,A2,55.0,21.692128238272673,508,1,5,16
A2_1675,A2,55.0,62.35614566667683,508,0,2,8
A2_1678,A2,55.0,24.269745868182646,508,1,7,15
A2_1682,A2,55.0,24.713710650132626,508,1,1,9
A2_1685,A2,55.0,42.70929445897969,508,1,3,15
A2_1686,A2,54.0,40.89522010971085,482,1,5,12
A2_1687,A2,55.0,87.47415629126866,508,0,1,13
A2_1696,A2,54.0,59.392615658443184,482,0,3,8
A2_1698,A2,55.0,49.288390351655835,508,1,2,9
A2_1701,A2,54.0,64.97024899224748,482,0,6,15
A2_1704,A2,54.0,65.02888425428405,482,0,2,9
A2_1705,A2,54.0,55.98481630612558,482,0,2,9
A2_1708,A2,55.0,82.66844019500941,508,0,4,9
A2_1709,A2,54.0,43.84321523446079,482,1,2,3
A2_1712,A2,55.0,38.245386755626086,508,1,5,12
A2_1716,A2,55.0,48.65446834656389,508,1,3,15
A2_1719,A2,55.0,151.8407175232371,508,0,0,2
A2_1720,A2,54.0,86.56383916922131,482,0,1,6
A2_1721,A2,55.0,49.291321198460835,508,1,3,12
A2_1726,A2,54.0,39.34342979976299,482,2,3,5
A2_1729,A2,55.0,32.66280326558526,508,1,7,11
A2_1730,A2,54.0,20.51584238585343,482,2,3,6
A2_1732,A2,55.0,41.60905579089622,508,1,2,9
A2_1737,A2,54.0,69.14165706698432,482,0,5,15
A2_1738,A2,54.0,11.09078970848333,482,1,2,10
A2_1739,A2,54.0,25.21761363082649,482,1,2,7
A2_1745,A2,54.0,29.889757648343192,482,1,2,9
A2_1748,A2,55.0,38.22092868784258,508,1,4,12
A2_1749,A2,54.0,120.6659997604347,482,0,0,9
A2_1751,A2,55.0,45.744022207631,508,1,2,13
A2_1761,A2,55.0,31.84462112944606,508,3,5,7
A2_1771,A2,55.0,43.7182751551532,508,1,7,18
A2_1775,A2,54.0,162.12402421345317,482,0,0,1
A2_1779,A2,55.0,35.00167424403472,508,1,2,6
A2_1783,A2,58.0,100.06036698771602,540,0,0,5
A2_1787,A2,54.0,28.73300564551523,482,1,2,7
A2_1792,A2,56.0,63.3357956581049,521,0,5,12
A2_1803,A2,57.0,27.985279821547106,525,2,3,6
A2_1810,A2,57.0,29.751336946113234,525,1,2,4
A2_1813,A2,56.0,74.19277779281263,521,0,1,10
A2_1816,A2,56.0,51.6971998360346,521,0,2,13
A2_1818,A2,59.0,86.15411084888089,549,0,1,7
A2_1821,A2,58.0,77.55479004807911,540,0,1,2
A2_1822,A2,58.0,55.662017514544516,540,0,1,4
A2_1824,A2,59.0,23.146885272290827,549,3,7,19
A2_1826,A2,57.0,72.32989690765615,525,0,3,16
A2_1828,A2,57.0,68.82574770348741,525,0,3,18
A2_1830,A2,57.0,2.095917661904273,525,1,2,10
A2_1832,A2,59.0,124.47387550485124,549,0,0,4
A2_1836,A2,59.0,18.543465768795667,549,1,2,11
A2_1838,A2,58.0,36.799729892490326,540,1,2,7
A2_1839,A2,58.0,35.84291818530104,540,2,2,8
A2_1843,A2,57.0,24.998026557709096,525,2,3,17
A2_1846,A2,59.0,13.61628844443022,549,2,3,8
A2_1849,A2,59.0,21.120495882170488,549,2,3,12
A2_1855,A2,57.0,89.38889624420632,525,0,1,12
A2_1856,A2,57.0,36.54334878883517,525,2,4,14
A2_1859,A2,59.0,34.69151639254759,549,1,4,12
A2_1861,A2,58.0,82.17519822805403,540,0,2,10
A2_1863,A2,59.0,28.779880137671135,549,2,2,7
A2_1872,A2,57.0,37.53724339221456,525,1,3,13
A2_1873,A2,58.0,150.32801944786073,540,0,0,3
A2_1881,A2,59.0,93.08037321951488,549,0,1,2
A2_1882,A2,59.0,6.311822524336568,549,2,4,9
A2_1885,A2,57.0,33.27842945851655,525,1,3,7
A2_1886,A2,59.0,20.805773512975218,549,1,2,7
A2_1887,A2,59.0,121.60530128580048,549,0,0,6
A2_1889,A2,56.0,70.62738139408306,521,0,1,9
A2_1892,A2,56.0,40.09986258903482,521,1,4,18
A2_1893,A2,56.0,69.09693578892687,521,0,1,13
A2_1915,A2,56.0,36.345269747871264,521,2,3,6
A2_1928,A2,57.0,32.42363427465401,525,1,3,7
A2_1933,A2,57.0,74.16468123110131,525,0,1,10
A2_1936,A2,57.0,48.249474860890246,525,1,3,15
A2_1945,A2,57.0,79.03091298847161,525,0,3,9
A2_1959,A2,60.0,72.31045206195648,548,0,1,7
A2_1963,A2,60.0,40.99500086064093,548,1,4,11
A2_1974,A2,60.0,30.94167207905902,548,1,2,14
A2_1976,A2,60.0,39.98697530506287,548,1,8,13
A2_1978,A2,60.0,83.82509699509936,548,0,2,7
A2_1981,A2,60.0,15.692780723234852,548,1,3,9
A2_1982,A2,60.0,13.146492653303119,548,1,3,9
A2_1983,A2,60.0,86.56454563552477,548,0,2,10
A2_1988,A2,60.0,52.616200507064676,548,0,2,14
A2_1991,A2,60.0,53.72482295548487,548,0,8,16
A2_1993,A2,62.0,20.197356493680353,583,2,2,7
A2_1994,A2,61.0,27.701258585871827,563,3,5,14
A2_1998,A2,61.0,99.19730327181934,563,0,1,13
A2_2000,A2,61.0,100.14398666223768,563,0,0,12
A2_2002,A2,61.0,77.17325823733016,563,0,1,11
A2_2003,A2,61.0,11.34086978608969,563,2,3,6
A2_2008,A2,62.0,18.39494993764393,583,2,2,9
A2_2017,A2,61.0,33.904625832887525,563,2,3,21
A2_2023,A2,62.0,38.93708431986883,583,3,5,15
A2_2026,A2,61.0,57.70827988751271,563,0,2,8
A2_2027,A2,61.0,83.15132612099083,563,0,2,7
A2_2028,A2,61.0,29.240225662620276,563,2,3,7
A2_2031,A2,62.0,47.244161900781975,583,1,2,8
A2_2032,A2,61.0,17.398549984899244,563,2,3,8
A2_2038,A2,61.0,67.10887451517175,563,0,3,11
A2_2041,A2,62.0,54.735765217091306,583,0,5,24
A2_2045,A2,58.0,76.77574000369421,540,0,3,11
A2_2051,A2,62.0,63.670099585932945,583,0,1,14
A2_2054,A2,62.0,36.40364467286878,583,1,5,22
A2_2057,A2,61.0,115.9918408122307,563,0,0,2
A2_2062,A2,61.0,22.23927578246688,563,1,3,13
A2_2064,A2,61.0,36.213398833522916,563,1,4,12
A2_2081,A2,61.0,15.762834910250216,563,3,8,16
A2_2087,A2,61.0,50.96484322903621,563,0,3,9
A2_2089,A2,61.0,45.39743617240775,563,1,2,9
A2_2090,A2,61.0,65.27482794944207,563,0,5,14
A2_2092,A2,61.0,16.533978672503242,563,3,10,13
A2_2105,A2,63.0,14.089687909425429,590,2,5,16
A2_2106,A2,65.0,20.54363673740117,625,1,3,12
A2_2113,A2,64.0,68.81411068639332,610,0,1,2
A2_2116,A2,65.0,67.26719307453651,625,0,2,12
A2_2120,A2,65.0,56.109003528038855,625,0,3,20
A2_2121,A2,64.0,53.60494215419929,610,0,4,17
A2_2131,A2,63.0,19.452000639275656,590,1,3,12
A2_2132,A2,64.0,24.787336161487666,610,2,3,7
