task,n_dims,n,top20_dims,n_early,auc,sens,spec,bal_acc,n_nonzero
classify_b2r_top20,20,151,"[148, 87, 2, 173, 186, 8, 163, 202, 16, 61, 124, 134, 155, 169, 42, 207, 132, 233, 241, 28]",27,0.876,0.667,0.839,0.753,19
