dim,beta,abs_beta
25,0.17939288536758788,0.17939288536758788
147,0.174116550843462,0.174116550843462
177,0.17398104056652353,0.17398104056652353
53,0.17308387275920556,0.17308387275920556
251,0.1697769247533275,0.1697769247533275
227,0.16975683325759308,0.16975683325759308
48,0.1656430660572474,0.1656430660572474
221,-0.163982497075941,0.163982497075941
49,0.16161452955614589,0.16161452955614589
214,-0.1604712772061101,0.1604712772061101
220,-0.15934611273833454,0.15934611273833454
103,0.15755091139365485,0.15755091139365485
118,-0.1544166259150018,0.1544166259150018
180,-0.14967030132088743,0.14967030132088743
222,0.14951360522250695,0.14951360522250695
70,-0.14784860795934945,0.14784860795934945
219,-0.140599812123834,0.140599812123834
228,-0.13077091591894432,0.13077091591894432
115,0.12543807462657144,0.12543807462657144
18,0.12290707669018969,0.12290707669018969
203,0.12066842513477581,0.12066842513477581
188,-0.1168074588608605,0.1168074588608605
159,0.11474708373400357,0.11474708373400357
140,-0.11188399411099392,0.11188399411099392
165,-0.11017099583981153,0.11017099583981153
137,0.10762971433678792,0.10762971433678792
81,-0.1070051700309413,0.1070051700309413
164,0.10176507059656387,0.10176507059656387
83,0.09874477162344308,0.09874477162344308
109,-0.09861731448973102,0.09861731448973102
100,0.09835595496230475,0.09835595496230475
231,0.09632124949174144,0.09632124949174144
171,0.09543807793493914,0.09543807793493914
249,-0.09326851725127465,0.09326851725127465
143,0.0909320272826072,0.0909320272826072
239,-0.08944684237320139,0.08944684237320139
111,0.08817219886692813,0.08817219886692813
91,0.0879727419418989,0.0879727419418989
21,0.07991530474217702,0.07991530474217702
34,0.07731262459131305,0.07731262459131305
213,0.07625231499380765,0.07625231499380765
37,0.07556229609901022,0.07556229609901022
76,0.0742143904407848,0.0742143904407848
145,-0.07369357659585991,0.07369357659585991
41,0.07102529892662286,0.07102529892662286
212,0.06942943295854612,0.06942943295854612
172,-0.0687227858421404,0.0687227858421404
43,0.06761737939864845,0.06761737939864845
33,-0.06688035887063795,0.06688035887063795
242,-0.06345570656127202,0.06345570656127202
57,0.062262572880625755,0.062262572880625755
170,-0.06180758807113208,0.06180758807113208
112,-0.06162982907542385,0.06162982907542385
204,0.06013275597028246,0.06013275597028246
52,-0.056919873222837765,0.056919873222837765
88,-0.056668509276808096,0.056668509276808096
79,-0.053755281254053676,0.053755281254053676
205,-0.05126761464711526,0.05126761464711526
116,0.05066171507158859,0.05066171507158859
128,0.050053540447413045,0.050053540447413045
80,-0.049406791295794054,0.049406791295794054
146,-0.04877535916078138,0.04877535916078138
141,0.04702451207439728,0.04702451207439728
226,-0.04696274174050103,0.04696274174050103
26,-0.046216068562207814,0.046216068562207814
196,-0.04481938766832135,0.04481938766832135
85,-0.04143529705859266,0.04143529705859266
98,0.038654511732960056,0.038654511732960056
92,0.033895358423864805,0.033895358423864805
166,-0.03223202801505232,0.03223202801505232
179,0.0319042465564177,0.0319042465564177
243,0.025413149309675767,0.025413149309675767
224,0.024343354496520562,0.024343354496520562
39,-0.023929586200977248,0.023929586200977248
9,-0.023710621483252623,0.023710621483252623
45,-0.02234806854200373,0.02234806854200373
113,0.019838340454089536,0.019838340454089536
12,0.017700580893062142,0.017700580893062142
139,0.017554217484983627,0.017554217484983627
82,-0.016984361810790327,0.016984361810790327
110,0.016834514188137695,0.016834514188137695
51,0.014446868187143972,0.014446868187143972
154,-0.012987670416712222,0.012987670416712222
19,-0.010508657409891015,0.010508657409891015
156,0.009631093170378703,0.009631093170378703
121,0.00817750593504869,0.00817750593504869
84,0.007418892961050489,0.007418892961050489
176,0.006459507088177599,0.006459507088177599
104,0.004079516053313085,0.004079516053313085
160,0.004028619196253852,0.004028619196253852
58,0.001753840883306231,0.001753840883306231
30,0.0014230843435499966,0.0014230843435499966
69,-0.0007909840854061666,0.0007909840854061666
0,0.0,0.0
54,0.0,0.0
97,0.0,0.0
107,0.0,0.0
78,0.0,0.0
77,0.0,0.0
27,0.0,0.0
20,0.0,0.0
40,0.0,0.0
135,0.0,0.0
184,0.0,0.0
168,0.0,0.0
129,0.0,0.0
200,0.0,0.0
216,0.0,0.0
215,0.0,0.0
197,0.0,0.0
244,0.0,0.0
