task,n_dims,n,top20_dims,cv_r2,cv_r,cv_mae,n_nonzero
regression_b2r_top20,20,151,"[148, 87, 2, 173, 186, 8, 163, 202, 16, 61, 124, 134, 155, 169, 42, 207, 132, 233, 241, 28]",0.0383,0.2429,676.7,20
