max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,random_state,verbosity,n_jobs,n_estimators,fold
5,0.023333530158706012,0.7872991914511798,0.4026924766292084,1,2.029874761836375,0.003808681120839498,0.3254555065724312,42,0,-1,9,1
5,0.07145252994842038,0.5844353284657071,0.9784719429595935,3,0.0065294716353369526,0.0072959859389476345,0.565672290614603,42,0,-1,1,2
5,0.09006440655140342,0.7135110546817544,0.551247839558628,7,3.0231954288641694,0.013686835686960446,0.2868284358510276,42,0,-1,23,3
