dataset,arch,mode,lambda,track_id,y_cls,oof_prob,y_reg,oof_reg_min
A2,dual_branch,multitask,0.3,384,0,0.4892440736293793,3075.102294921875,1866.5460205078125
A2,dual_branch,multitask,0.3,395,0,0.49098464846611023,2415.080322265625,1882.26806640625
A2,dual_branch,multitask,0.3,396,0,0.49161916971206665,2460.08203125,1822.785888671875
A2,dual_branch,multitask,0.3,404,0,0.4898068308830261,2835.094482421875,1879.565185546875
A2,dual_branch,multitask,0.3,416,1,0.5266499519348145,540.0180053710938,1818.5946044921875
A2,dual_branch,multitask,0.3,422,1,0.49354588985443115,735.0244750976562,1973.0784912109375
A2,dual_branch,multitask,0.3,428,0,0.39676621556282043,1740.0579833984375,2212.006591796875
A2,dual_branch,multitask,0.3,430,0,0.49356865882873535,2715.09033203125,1802.3297119140625
A2,dual_branch,multitask,0.3,437,0,0.489427775144577,3000.099853515625,1953.24853515625
A2,dual_branch,multitask,0.3,441,0,0.37549641728401184,1620.053955078125,2264.252685546875
A2,dual_branch,multitask,0.3,453,0,0.4988352954387665,2025.0673828125,1861.5255126953125
A2,dual_branch,multitask,0.3,460,0,0.6003684401512146,2865.095458984375,1603.6962890625
A2,dual_branch,multitask,0.3,461,0,0.49201396107673645,2685.08935546875,1824.0941162109375
A2,dual_branch,multitask,0.3,478,0,0.5240504145622253,3090.102783203125,1942.0736083984375
A2,dual_branch,multitask,0.3,498,0,0.5048803091049194,1215.0404052734375,1809.9036865234375
A2,dual_branch,multitask,0.3,509,0,0.504557192325592,3255.1083984375,1870.876708984375
A2,dual_branch,multitask,0.3,514,0,0.4124845862388611,3045.101318359375,2171.987548828125
A2,dual_branch,multitask,0.3,518,0,0.5845680832862854,1380.0458984375,1655.516845703125
A2,dual_branch,multitask,0.3,522,0,0.5015238523483276,2235.074462890625,1848.3052978515625
A2,dual_branch,multitask,0.3,530,0,0.4156816899776459,3150.10498046875,2175.383056640625
A2,dual_branch,multitask,0.3,544,0,0.4866591989994049,1140.0379638671875,1887.1378173828125
A2,dual_branch,multitask,0.3,546,0,0.3828362822532654,1665.055419921875,2266.52734375
A2,dual_branch,multitask,0.3,561,0,0.49118903279304504,2925.097412109375,1950.7218017578125
A2,dual_branch,multitask,0.3,575,0,0.4973049759864807,3540.117919921875,1901.1854248046875
A2,dual_branch,multitask,0.3,578,0,0.49523070454597473,2625.08740234375,1949.6043701171875
A2,dual_branch,multitask,0.3,580,1,0.41341444849967957,240.00799560546875,2164.8525390625
A2,dual_branch,multitask,0.3,599,0,0.3814924359321594,1605.053466796875,2249.39404296875
A2,dual_branch,multitask,0.3,604,0,0.4296388328075409,2535.08447265625,2134.904052734375
A2,dual_branch,multitask,0.3,612,0,0.503533124923706,1740.0579833984375,1848.516845703125
A2,dual_branch,multitask,0.3,615,0,0.47928351163864136,1770.0589599609375,1958.5362548828125
A2,dual_branch,multitask,0.3,617,0,0.38830819725990295,1755.0584716796875,2244.8388671875
A2,dual_branch,multitask,0.3,629,0,0.5165472030639648,1815.0604248046875,1821.7061767578125
A2,dual_branch,multitask,0.3,635,0,0.5140206217765808,3045.101318359375,1824.932373046875
A2,dual_branch,multitask,0.3,637,0,0.5049529075622559,2970.098876953125,1860.333251953125
A2,dual_branch,multitask,0.3,647,0,0.45763134956359863,2640.087890625,2005.5367431640625
A2,dual_branch,multitask,0.3,653,0,0.47580620646476746,3600.119873046875,1962.1451416015625
A2,dual_branch,multitask,0.3,658,0,0.5315133929252625,2070.06884765625,1804.9422607421875
A2,dual_branch,multitask,0.3,691,0,0.36683326959609985,1530.0509033203125,2297.00830078125
A2,dual_branch,multitask,0.3,692,0,0.4907074272632599,2655.08837890625,1826.383544921875
A2,dual_branch,multitask,0.3,700,0,0.5242239832878113,1380.0458984375,1941.8748779296875
A2,dual_branch,multitask,0.3,712,1,0.5030871629714966,960.031982421875,1845.2203369140625
A2,dual_branch,multitask,0.3,714,0,0.5104250907897949,1710.056884765625,1816.3675537109375
A2,dual_branch,multitask,0.3,740,0,0.5900506377220154,1395.0465087890625,1622.3544921875
A2,dual_branch,multitask,0.3,741,0,0.49117758870124817,2865.095458984375,1881.857421875
A2,dual_branch,multitask,0.3,744,0,0.5256357789039612,3120.10400390625,1828.979736328125
A2,dual_branch,multitask,0.3,745,0,0.498166561126709,2475.08251953125,1854.1922607421875
A2,dual_branch,multitask,0.3,752,0,0.5089642405509949,1980.06591796875,1945.9674072265625
A2,dual_branch,multitask,0.3,753,0,0.4288404583930969,1515.0504150390625,2144.71728515625
