dataset,arch,mode,lambda,track_id,y_cls,oof_prob,y_reg,oof_reg_min
A2,early_fusion,multitask,1.0,334,0,0.48611778020858765,2235.074462890625,1845.713623046875
A2,early_fusion,multitask,1.0,362,0,0.6950240135192871,1500.0499267578125,1389.68505859375
A2,early_fusion,multitask,1.0,368,0,0.4970986843109131,3375.1123046875,1845.1995849609375
A2,early_fusion,multitask,1.0,370,0,0.42688387632369995,1950.06494140625,2068.442138671875
A2,early_fusion,multitask,1.0,380,0,0.5002015829086304,3555.118408203125,1826.953125
A2,early_fusion,multitask,1.0,384,0,0.49133598804473877,3075.102294921875,2004.630126953125
A2,early_fusion,multitask,1.0,395,0,0.413728803396225,2415.080322265625,2004.228759765625
A2,early_fusion,multitask,1.0,396,0,0.4899131655693054,2460.08203125,2000.6324462890625
A2,early_fusion,multitask,1.0,404,0,0.49155405163764954,2835.094482421875,2005.6689453125
A2,early_fusion,multitask,1.0,416,1,0.5151709914207458,540.0180053710938,1760.188720703125
A2,early_fusion,multitask,1.0,422,1,0.46771588921546936,735.0244750976562,1819.4832763671875
A2,early_fusion,multitask,1.0,428,0,0.5071345567703247,1740.0579833984375,1781.5521240234375
A2,early_fusion,multitask,1.0,430,0,0.4897924065589905,2715.09033203125,2000.450927734375
A2,early_fusion,multitask,1.0,437,0,0.4275767505168915,3000.099853515625,2058.3798828125
A2,early_fusion,multitask,1.0,441,0,0.49458611011505127,1620.053955078125,1871.293212890625
A2,early_fusion,multitask,1.0,453,0,0.4306269586086273,2025.0673828125,1955.138427734375
A2,early_fusion,multitask,1.0,460,0,0.4549199938774109,2865.095458984375,2037.166748046875
A2,early_fusion,multitask,1.0,461,0,0.49095019698143005,2685.08935546875,1996.277099609375
A2,early_fusion,multitask,1.0,478,0,0.45832565426826477,3090.102783203125,2026.6566162109375
A2,early_fusion,multitask,1.0,498,0,0.4917380213737488,1215.0404052734375,1961.890625
A2,early_fusion,multitask,1.0,509,0,0.4490659832954407,3255.1083984375,2045.41357421875
A2,early_fusion,multitask,1.0,514,0,0.5255499482154846,3045.101318359375,1685.2049560546875
A2,early_fusion,multitask,1.0,518,0,0.49905890226364136,1380.0458984375,1920.161865234375
A2,early_fusion,multitask,1.0,522,0,0.4236069917678833,2235.074462890625,1994.1920166015625
A2,early_fusion,multitask,1.0,530,0,0.5404170751571655,3150.10498046875,1626.8841552734375
A2,early_fusion,multitask,1.0,544,0,0.49211177229881287,1140.0379638671875,2007.76904296875
A2,early_fusion,multitask,1.0,546,0,0.5038830041885376,1665.055419921875,1817.9195556640625
A2,early_fusion,multitask,1.0,561,0,0.43092629313468933,2925.097412109375,2013.918212890625
A2,early_fusion,multitask,1.0,575,0,0.4472143054008484,3540.117919921875,2049.22265625
A2,early_fusion,multitask,1.0,578,0,0.4362437129020691,2625.08740234375,2046.229248046875
A2,early_fusion,multitask,1.0,580,1,0.5234760642051697,240.00799560546875,1700.714111328125
A2,early_fusion,multitask,1.0,599,0,0.4945063591003418,1605.053466796875,1856.0458984375
A2,early_fusion,multitask,1.0,604,0,0.5005000829696655,2535.08447265625,1862.994384765625
A2,early_fusion,multitask,1.0,612,0,0.4291767477989197,1740.0579833984375,1979.69384765625
A2,early_fusion,multitask,1.0,615,0,0.417703777551651,1770.0589599609375,2043.546630859375
A2,early_fusion,multitask,1.0,617,0,0.5036073327064514,1755.0584716796875,1794.0914306640625
A2,early_fusion,multitask,1.0,629,0,0.4328918159008026,1815.0604248046875,1977.3720703125
A2,early_fusion,multitask,1.0,635,0,0.4344552159309387,3045.101318359375,1972.5965576171875
A2,early_fusion,multitask,1.0,637,0,0.44540244340896606,2970.098876953125,2053.49169921875
A2,early_fusion,multitask,1.0,647,0,0.4458610415458679,2640.087890625,2052.168212890625
A2,early_fusion,multitask,1.0,653,0,0.41278156638145447,3600.119873046875,2049.32861328125
A2,early_fusion,multitask,1.0,658,0,0.5003824234008789,2070.06884765625,1792.27783203125
A2,early_fusion,multitask,1.0,691,0,0.4948970675468445,1530.0509033203125,1874.2442626953125
A2,early_fusion,multitask,1.0,692,0,0.4869872033596039,2655.08837890625,1990.710693359375
A2,early_fusion,multitask,1.0,700,0,0.46402353048324585,1380.0458984375,2008.12158203125
A2,early_fusion,multitask,1.0,712,1,0.49974334239959717,960.031982421875,1938.981201171875
A2,early_fusion,multitask,1.0,714,0,0.5101746320724487,1710.056884765625,1887.1732177734375
A2,early_fusion,multitask,1.0,740,0,0.4585021138191223,1395.0465087890625,2031.2579345703125
A2,early_fusion,multitask,1.0,741,0,0.4144706726074219,2865.095458984375,2001.4871826171875
A2,early_fusion,multitask,1.0,744,0,0.5287516117095947,3120.10400390625,1733.4664306640625
A2,early_fusion,multitask,1.0,745,0,0.4925585985183716,2475.08251953125,1982.205810546875
A2,early_fusion,multitask,1.0,752,0,0.5213590264320374,1980.06591796875,1652.3106689453125
A2,early_fusion,multitask,1.0,753,0,0.5496588945388794,1515.0504150390625,1548.82958984375
A2,early_fusion,multitask,1.0,762,0,0.4118441939353943,1830.0609130859375,2068.365966796875
A2,early_fusion,multitask,1.0,770,0,0.4245325028896332,1485.0494384765625,1969.961669921875
A2,early_fusion,multitask,1.0,778,0,0.4180402457714081,3270.10888671875,2001.482421875
A2,early_fusion,multitask,1.0,786,0,0.48986518383026123,2640.087890625,2000.60791015625
A2,early_fusion,multitask,1.0,794,0,0.4067210853099823,3150.10498046875,2079.62158203125
A2,early_fusion,multitask,1.0,807,0,0.49181297421455383,1530.0509033203125,2007.002685546875
A2,early_fusion,multitask,1.0,811,0,0.4944955110549927,2925.097412109375,1973.169677734375
A2,early_fusion,multitask,1.0,814,0,0.42103201150894165,2190.072998046875,1977.8843994140625
A2,early_fusion,multitask,1.0,818,0,0.4156309962272644,2535.08447265625,2062.03955078125
A2,early_fusion,multitask,1.0,820,0,0.581279456615448,2745.09130859375,1633.6226806640625
A2,early_fusion,multitask,1.0,828,0,0.4592593014240265,1650.054931640625,1910.056640625
A2,early_fusion,multitask,1.0,854,0,0.4473942518234253,1455.0484619140625,2050.133056640625
A2,early_fusion,multitask,1.0,868,0,0.49139246344566345,2565.08544921875,1997.1300048828125
A2,early_fusion,multitask,1.0,875,0,0.44807928800582886,1335.04443359375,2047.98779296875
A2,early_fusion,multitask,1.0,885,0,0.44528791308403015,1380.0458984375,2053.44873046875
A2,early_fusion,multitask,1.0,904,0,0.46713966131210327,1755.0584716796875,2010.80810546875
A2,early_fusion,multitask,1.0,909,0,0.416342556476593,3540.117919921875,1996.8924560546875
A2,early_fusion,multitask,1.0,912,0,0.4955943822860718,2820.093994140625,1842.29345703125
A2,early_fusion,multitask,1.0,980,0,0.5564836263656616,2010.06689453125,1664.6461181640625
A2,early_fusion,multitask,1.0,993,0,0.46047210693359375,2505.08349609375,2022.65283203125
A2,early_fusion,multitask,1.0,997,0,0.4454464316368103,2955.098388671875,2053.781982421875
A2,early_fusion,multitask,1.0,1027,0,0.4977225661277771,1545.0513916015625,1728.465087890625
A2,early_fusion,multitask,1.0,1032,0,0.49351197481155396,2970.098876953125,1984.03955078125
A2,early_fusion,multitask,1.0,1055,0,0.497138649225235,2175.072509765625,1956.65283203125
A2,early_fusion,multitask,1.0,1073,0,0.4906594157218933,2640.087890625,1952.52099609375
A2,early_fusion,multitask,1.0,1077,0,0.4535003900527954,3450.114990234375,2035.5325927734375
A2,early_fusion,multitask,1.0,1079,1,0.44184502959251404,1050.034912109375,1974.968017578125
A2,early_fusion,multitask,1.0,1089,0,0.5372031927108765,2370.078857421875,1672.77587890625
A2,early_fusion,multitask,1.0,1097,0,0.5180928111076355,1515.0504150390625,1784.812255859375
A2,early_fusion,multitask,1.0,1109,0,0.5074129104614258,3135.1044921875,1887.053955078125
A2,early_fusion,multitask,1.0,1127,0,0.5008924603462219,2085.0693359375,1810.6982421875
A2,early_fusion,multitask,1.0,1144,0,0.4369984269142151,3135.1044921875,1952.7735595703125
A2,early_fusion,multitask,1.0,1148,0,0.4476633667945862,2400.079833984375,1989.4820556640625
A2,early_fusion,multitask,1.0,1165,0,0.4908111095428467,2580.0859375,2003.1400146484375
A2,early_fusion,multitask,1.0,1168,0,0.6203991770744324,1620.053955078125,1478.8468017578125
A2,early_fusion,multitask,1.0,1175,1,0.6136461496353149,870.0289916992188,1231.769775390625
A2,early_fusion,multitask,1.0,1191,0,0.4724903702735901,1290.04296875,1993.1253662109375
A2,early_fusion,multitask,1.0,1200,1,0.5124502778053284,510.0169677734375,1884.89501953125
A2,early_fusion,multitask,1.0,1203,0,0.5055217742919922,2640.087890625,1798.831298828125
A2,early_fusion,multitask,1.0,1204,0,0.4958808422088623,2730.0908203125,1972.525146484375
A2,early_fusion,multitask,1.0,1216,0,0.4260212481021881,2430.080810546875,1990.3360595703125
A2,early_fusion,multitask,1.0,1231,1,0.6116251945495605,315.010498046875,1271.508056640625
A2,early_fusion,multitask,1.0,1243,1,0.5227929353713989,915.0304565429688,1868.9462890625
A2,early_fusion,multitask,1.0,1249,0,0.4881691634654999,2580.0859375,1955.5316162109375
A2,early_fusion,multitask,1.0,1271,0,0.5721893906593323,2520.083984375,1688.0518798828125
A2,early_fusion,multitask,1.0,1284,1,0.5598093271255493,375.0124816894531,1497.617431640625
A2,early_fusion,multitask,1.0,1288,0,0.45566990971565247,3120.10400390625,2032.2418212890625
A2,early_fusion,multitask,1.0,1298,0,0.41511470079421997,3240.10791015625,1993.1607666015625
A2,early_fusion,multitask,1.0,1299,0,0.5512228608131409,1455.0484619140625,1802.429443359375
A2,early_fusion,multitask,1.0,1396,0,0.4386233389377594,1905.0634765625,1982.6971435546875
A2,early_fusion,multitask,1.0,1414,1,0.5495923757553101,150.00498962402344,1801.906005859375
A2,early_fusion,multitask,1.0,1424,0,0.49041566252708435,1290.04296875,2002.320068359375
A2,early_fusion,multitask,1.0,1472,0,0.43347251415252686,1215.0404052734375,1971.8299560546875
A2,early_fusion,multitask,1.0,1475,0,0.4924602806568146,3045.101318359375,1830.5052490234375
A2,early_fusion,multitask,1.0,1498,0,0.5834240317344666,2520.083984375,1482.42724609375
A2,early_fusion,multitask,1.0,1508,1,0.5258491635322571,300.0099792480469,1825.0577392578125
A2,early_fusion,multitask,1.0,1510,0,0.5352239608764648,1260.0419921875,1639.13330078125
A2,early_fusion,multitask,1.0,1515,0,0.5460093021392822,1470.0489501953125,1572.6781005859375
A2,early_fusion,multitask,1.0,1518,0,0.5397798418998718,1980.06591796875,1640.558349609375
A2,early_fusion,multitask,1.0,1591,1,0.5327883958816528,630.02099609375,1776.247314453125
A2,early_fusion,multitask,1.0,1599,0,0.5417656302452087,1890.06298828125,1724.8092041015625
A2,early_fusion,multitask,1.0,1602,0,0.5717657208442688,2220.073974609375,1740.1661376953125
A2,early_fusion,multitask,1.0,1604,0,0.4208623766899109,2160.072021484375,1975.5709228515625
A2,early_fusion,multitask,1.0,1645,0,0.4837666153907776,2280.075927734375,1914.7886962890625
A2,early_fusion,multitask,1.0,1662,0,0.6674044132232666,1530.0509033203125,1459.3643798828125
A2,early_fusion,multitask,1.0,1696,1,0.4456816613674164,840.0279541015625,2052.688232421875
A2,early_fusion,multitask,1.0,1705,0,0.5874608159065247,1275.04248046875,1526.0770263671875
A2,early_fusion,multitask,1.0,1719,0,0.5454199314117432,3030.100830078125,1572.2962646484375
A2,early_fusion,multitask,1.0,1726,0,0.5034468173980713,2640.087890625,1923.725830078125
A2,early_fusion,multitask,1.0,1748,0,0.40594586730003357,1380.0458984375,2057.849365234375
A2,early_fusion,multitask,1.0,1775,0,0.5168761610984802,1680.055908203125,1885.3209228515625
A2,early_fusion,multitask,1.0,1783,0,0.4991014003753662,2295.076416015625,1827.2503662109375
A2,early_fusion,multitask,1.0,1792,1,0.5675204396247864,1005.033447265625,1619.35009765625
A2,early_fusion,multitask,1.0,1810,0,0.5591698288917542,1635.054443359375,1706.395751953125
A2,early_fusion,multitask,1.0,1816,1,0.4404849708080292,810.0269775390625,1969.7633056640625
A2,early_fusion,multitask,1.0,1818,0,0.46028804779052734,2655.08837890625,2025.226806640625
A2,early_fusion,multitask,1.0,1822,1,0.5372469425201416,825.0274658203125,1617.6353759765625
A2,early_fusion,multitask,1.0,1846,0,0.49155348539352417,2850.094970703125,1773.5618896484375
A2,early_fusion,multitask,1.0,1889,0,0.5474769473075867,2430.080810546875,1559.898193359375
A2,early_fusion,multitask,1.0,1892,0,0.555564820766449,2100.06982421875,1731.942138671875
A2,early_fusion,multitask,1.0,1915,0,0.5381532311439514,1350.044921875,1762.7156982421875
A2,early_fusion,multitask,1.0,1945,1,0.48114973306655884,615.0205078125,1861.01123046875
A2,early_fusion,multitask,1.0,1963,0,0.4053473472595215,1170.0389404296875,2065.525634765625
A2,early_fusion,multitask,1.0,1988,0,0.6088320016860962,1995.06640625,1549.6639404296875
A2,early_fusion,multitask,1.0,2000,0,0.48923537135124207,2340.077880859375,1994.9710693359375
A2,early_fusion,multitask,1.0,2027,0,0.5158690810203552,2040.06787109375,1744.8170166015625
A2,early_fusion,multitask,1.0,2038,1,0.49575963616371155,540.0180053710938,1967.2716064453125
A2,early_fusion,multitask,1.0,2041,0,0.5225310325622559,3045.101318359375,1753.3870849609375
A2,early_fusion,multitask,1.0,2045,0,0.4465835690498352,2205.073486328125,2050.683837890625
A2,early_fusion,multitask,1.0,2087,0,0.4251684844493866,2475.08251953125,2023.77197265625
A2,early_fusion,multitask,1.0,2113,0,0.471730500459671,1170.0389404296875,1994.794921875
A2,early_fusion,multitask,1.0,2146,0,0.5508614182472229,2010.06689453125,1541.2374267578125
A2,early_fusion,multitask,1.0,2160,0,0.44424062967300415,2460.08203125,1921.5599365234375
A2,early_fusion,multitask,1.0,2167,0,0.4812546372413635,1350.044921875,1971.12744140625
A2,early_fusion,multitask,1.0,2187,0,0.7026129961013794,2370.078857421875,862.0427856445312
A2,early_fusion,multitask,1.0,2192,0,0.5041423439979553,1470.0489501953125,1861.370361328125
A2,early_fusion,multitask,1.0,2201,0,0.5606443285942078,1305.04345703125,1490.239990234375
A2,early_fusion,multitask,1.0,2229,0,0.6269477009773254,1395.0465087890625,1469.142578125
A2,early_fusion,multitask,1.0,2284,0,0.5175641179084778,2130.071044921875,1721.8553466796875
A2,early_fusion,multitask,1.0,2299,0,0.5199792385101318,2085.0693359375,1874.923095703125
A2,early_fusion,multitask,1.0,2302,0,0.6028921008110046,2070.06884765625,1652.462646484375
A2,early_fusion,multitask,1.0,2321,0,0.5611389875411987,2355.078369140625,1771.5919189453125
A2,early_fusion,multitask,1.0,2333,0,0.5827763080596924,3075.102294921875,1644.460205078125
A2,early_fusion,multitask,1.0,2339,0,0.49827486276626587,1830.0609130859375,1929.1561279296875
A2,early_fusion,multitask,1.0,2355,0,0.5420090556144714,1200.0399169921875,1747.4608154296875
A2,early_fusion,multitask,1.0,2382,0,0.44527581334114075,1545.0513916015625,2054.00830078125
A2,early_fusion,multitask,1.0,2420,1,0.5738428235054016,855.0284423828125,1734.364013671875
A2,early_fusion,multitask,1.0,2434,0,0.5331281423568726,1515.0504150390625,1790.779052734375
A2,early_fusion,multitask,1.0,2459,1,0.5139212012290955,915.0304565429688,1871.174072265625
A2,early_fusion,multitask,1.0,2473,0,0.6302321553230286,1395.0465087890625,1562.297607421875
A2,early_fusion,multitask,1.0,2502,0,0.49527597427368164,3000.099853515625,1855.0557861328125
A2,early_fusion,multitask,1.0,2528,0,0.4401862323284149,2880.095947265625,1929.2249755859375
A2,early_fusion,multitask,1.0,2543,0,0.5483964085578918,1215.0404052734375,1743.27978515625
A2,early_fusion,multitask,1.0,2565,0,0.45466068387031555,2250.074951171875,1933.048828125
A2,early_fusion,multitask,1.0,2570,0,0.477283239364624,2970.098876953125,1839.248779296875
A2,early_fusion,multitask,1.0,2571,0,0.4111035466194153,2400.079833984375,2021.8994140625
A2,early_fusion,multitask,1.0,2591,0,0.6138548851013184,2355.078369140625,1619.9869384765625
A2,early_fusion,multitask,1.0,2593,0,0.5410847067832947,1335.04443359375,1592.6280517578125
A2,early_fusion,multitask,1.0,2604,0,0.4920114278793335,3060.101806640625,2005.1451416015625
A2,early_fusion,multitask,1.0,2621,0,0.44668957591056824,1395.0465087890625,2051.3583984375
A2,early_fusion,multitask,1.0,2629,0,0.5925797820091248,1350.044921875,1364.895751953125
A2,early_fusion,multitask,1.0,2692,0,0.4711889922618866,1590.052978515625,1989.5899658203125
A2,early_fusion,multitask,1.0,2698,0,0.694071888923645,2295.076416015625,1218.9873046875
A2,early_fusion,multitask,1.0,2758,0,0.5615190863609314,1740.0579833984375,1687.23291015625
A2,early_fusion,multitask,1.0,2787,0,0.49485284090042114,3045.101318359375,1865.6134033203125
A2,early_fusion,multitask,1.0,2788,0,0.589243471622467,1905.0634765625,1381.5997314453125
A2,early_fusion,multitask,1.0,2792,0,0.812603235244751,1905.0634765625,1103.4140625
A2,early_fusion,multitask,1.0,2958,1,0.552485466003418,585.0194702148438,1688.8909912109375
A2,early_fusion,multitask,1.0,3031,0,0.5220663547515869,1980.06591796875,1839.6131591796875
A2,early_fusion,multitask,1.0,3032,1,0.589460551738739,930.0309448242188,1432.411865234375
A2,early_fusion,multitask,1.0,3085,1,0.5225531458854675,855.0284423828125,1801.3992919921875
A2,early_fusion,multitask,1.0,3100,1,0.5207597017288208,540.0180053710938,1846.44189453125
A2,early_fusion,multitask,1.0,3109,0,0.5861157178878784,1905.0634765625,1370.8299560546875
A2,early_fusion,multitask,1.0,3133,0,0.6131710410118103,1815.0604248046875,1577.802734375
A2,early_fusion,multitask,1.0,3135,1,0.5193246603012085,870.0289916992188,1830.2275390625
A2,early_fusion,multitask,1.0,3174,1,0.7915164828300476,630.02099609375,1036.414794921875
A2,early_fusion,multitask,1.0,3187,1,0.5732243061065674,660.02197265625,1666.322509765625
A2,early_fusion,multitask,1.0,3308,1,0.4932863116264343,750.0249633789062,1856.7735595703125
A2,early_fusion,multitask,1.0,3329,1,0.7290653586387634,405.01348876953125,722.6995849609375
A2,early_fusion,multitask,1.0,3349,0,0.6879208087921143,2265.075439453125,1395.828857421875
A2,early_fusion,multitask,1.0,3365,1,0.5082306861877441,645.021484375,1771.0799560546875
A2,early_fusion,multitask,1.0,3370,0,0.729856014251709,1245.04150390625,709.60107421875
A2,early_fusion,multitask,1.0,3375,0,0.4824024438858032,2370.078857421875,1971.330322265625
A2,early_fusion,multitask,1.0,3386,0,0.45242810249328613,1650.054931640625,2021.4859619140625
A2,early_fusion,multitask,1.0,3388,1,0.5895171761512756,525.0174560546875,1425.7564697265625
A2,early_fusion,multitask,1.0,3457,1,0.7563536763191223,780.0260009765625,1163.40380859375
A2,early_fusion,multitask,1.0,3488,0,0.42088058590888977,2160.072021484375,2070.091064453125
A2,early_fusion,multitask,1.0,3497,0,0.6728532314300537,2160.072021484375,993.682373046875
A2,early_fusion,multitask,1.0,3612,1,0.5245123505592346,795.0264892578125,1864.36767578125
A2,early_fusion,multitask,1.0,3642,1,0.5009542107582092,810.0269775390625,1921.46142578125
A2,early_fusion,multitask,1.0,3671,0,0.6807764768600464,1710.056884765625,1262.746337890625
A2,early_fusion,multitask,1.0,3690,0,0.4540660083293915,2565.08544921875,1899.1298828125
A2,early_fusion,multitask,1.0,3727,0,0.6209166049957275,1695.056396484375,1601.296142578125
A2,early_fusion,multitask,1.0,3751,0,0.5508390665054321,1200.0399169921875,1546.54248046875
A2,early_fusion,multitask,1.0,3763,0,0.6529836654663086,1920.06396484375,1346.514892578125
A2,early_fusion,multitask,1.0,3770,0,0.5115222334861755,1935.064453125,1876.934814453125
A2,early_fusion,multitask,1.0,3814,0,0.41879358887672424,2190.072998046875,1981.827392578125
A2,early_fusion,multitask,1.0,3823,0,0.526610791683197,1440.0479736328125,1858.5989990234375
A2,early_fusion,multitask,1.0,3845,0,0.5748506188392639,1965.0654296875,1686.34375
A2,early_fusion,multitask,1.0,3847,0,0.4443941116333008,1410.0469970703125,1964.4818115234375
A2,early_fusion,multitask,1.0,3859,1,0.7512961030006409,465.0154724121094,936.9800415039062
A2,early_fusion,multitask,1.0,3865,1,0.5104248523712158,570.0189819335938,1897.708984375
A2,early_fusion,multitask,1.0,3996,0,0.6131103038787842,1095.0364990234375,1281.1746826171875
A2,early_fusion,multitask,1.0,3997,1,0.6251569390296936,615.0205078125,1238.9866943359375
A2,early_fusion,multitask,1.0,4008,1,0.8168298602104187,330.010986328125,548.8544921875
A2,early_fusion,multitask,1.0,4029,1,0.44049134850502014,660.02197265625,1931.12841796875
A2,early_fusion,multitask,1.0,4054,0,0.7559691071510315,1395.0465087890625,1167.941162109375
A2,early_fusion,multitask,1.0,4083,1,0.7811146378517151,420.01397705078125,1046.162841796875
A2,early_fusion,multitask,1.0,4126,0,0.6083422899246216,1155.0384521484375,1342.0675048828125
A2,early_fusion,multitask,1.0,4135,1,0.7802121639251709,465.0154724121094,1198.6219482421875
A2,early_fusion,multitask,1.0,4161,1,0.7235009670257568,375.0124816894531,746.6329345703125
A2,early_fusion,multitask,1.0,4169,0,0.5059781074523926,2280.075927734375,1903.8515625
A2,early_fusion,multitask,1.0,4172,0,0.4583410918712616,1320.0439453125,2013.9039306640625
A2,early_fusion,multitask,1.0,4178,0,0.48239871859550476,1650.054931640625,1919.4306640625
A2,early_fusion,multitask,1.0,4240,0,0.5040509700775146,1725.0574951171875,1925.8934326171875
A2,early_fusion,multitask,1.0,4284,1,0.7476715445518494,360.0119934082031,1206.62353515625
A2,early_fusion,multitask,1.0,4286,1,0.4465842843055725,870.0289916992188,1954.63818359375
A2,early_fusion,multitask,1.0,4290,0,0.5886151194572449,1425.0474853515625,1601.2197265625
A2,early_fusion,multitask,1.0,4297,0,0.5880427360534668,1530.0509033203125,1611.2550048828125
A2,early_fusion,multitask,1.0,4310,0,0.49009189009666443,1980.06591796875,1998.200927734375
A2,early_fusion,multitask,1.0,4357,1,0.49294519424438477,915.0304565429688,1993.170166015625
A2,early_fusion,multitask,1.0,4434,1,0.5912200808525085,1035.034423828125,1581.017578125
A2,early_fusion,multitask,1.0,4655,0,0.8366384506225586,1305.04345703125,983.3419799804688
A2,early_fusion,multitask,1.0,4659,1,0.4897443652153015,285.0094909667969,1948.0218505859375
A2,dual_branch,single_task,,15,1,0.48240140080451965,315.010498046875,
A2,dual_branch,single_task,,31,0,0.4810776114463806,1860.0618896484375,
A2,dual_branch,single_task,,38,0,0.45767951011657715,1635.054443359375,
A2,dual_branch,single_task,,43,1,0.534735918045044,105.00349426269531,
A2,dual_branch,single_task,,46,0,0.47954413294792175,1620.053955078125,
A2,dual_branch,single_task,,54,0,0.4510979652404785,1965.0654296875,
A2,dual_branch,single_task,,57,0,0.5400482416152954,1500.0499267578125,
A2,dual_branch,single_task,,92,0,0.45817604660987854,3555.118408203125,
A2,dual_branch,single_task,,97,1,0.534376323223114,900.0299682617188,
A2,dual_branch,single_task,,102,0,0.5459032654762268,3150.10498046875,
A2,dual_branch,single_task,,108,0,0.4821036756038666,1950.06494140625,
A2,dual_branch,single_task,,117,0,0.4603278636932373,2985.099365234375,
A2,dual_branch,single_task,,122,0,0.4797994792461395,1950.06494140625,
A2,dual_branch,single_task,,134,1,0.4822561740875244,585.0194702148438,
A2,dual_branch,single_task,,146,0,0.4082297086715698,1125.0374755859375,
A2,dual_branch,single_task,,172,0,0.4561059772968292,1710.056884765625,
A2,dual_branch,single_task,,181,0,0.4832310080528259,3525.117431640625,
A2,dual_branch,single_task,,192,0,0.4821268618106842,3360.11181640625,
A2,dual_branch,single_task,,197,0,0.4561973512172699,2115.0703125,
A2,dual_branch,single_task,,201,0,0.4558044672012329,1215.0404052734375,
A2,dual_branch,single_task,,204,0,0.48254719376564026,2040.06787109375,
A2,dual_branch,single_task,,207,0,0.44477978348731995,1815.0604248046875,
A2,dual_branch,single_task,,224,0,0.4601495862007141,1485.0494384765625,
A2,dual_branch,single_task,,226,0,0.4807080924510956,2760.091796875,
A2,dual_branch,single_task,,232,0,0.4861651062965393,1665.055419921875,
A2,dual_branch,single_task,,242,0,0.6006245613098145,3555.118408203125,
A2,dual_branch,single_task,,260,0,0.48225656151771545,1890.06298828125,
A2,dual_branch,single_task,,261,0,0.5200692415237427,1320.0439453125,
A2,dual_branch,single_task,,272,1,0.6026414632797241,435.0144958496094,
A2,dual_branch,single_task,,283,0,0.41790980100631714,1650.054931640625,
A2,dual_branch,single_task,,285,0,0.4810287356376648,1545.0513916015625,
A2,dual_branch,single_task,,286,1,0.5571783781051636,630.02099609375,
A2,dual_branch,single_task,,287,0,0.5180882215499878,3660.121826171875,
A2,dual_branch,single_task,,289,0,0.4451778829097748,1590.052978515625,
A2,dual_branch,single_task,,308,0,0.4590360224246979,1830.0609130859375,
A2,dual_branch,single_task,,312,0,0.580388069152832,1665.055419921875,
A2,dual_branch,single_task,,331,0,0.45908284187316895,3330.11083984375,
A2,dual_branch,single_task,,334,0,0.4847016930580139,2235.074462890625,
A2,dual_branch,single_task,,362,0,0.6504419445991516,1500.0499267578125,
A2,dual_branch,single_task,,368,0,0.48772940039634705,3375.1123046875,
A2,dual_branch,single_task,,370,0,0.46525028347969055,1950.06494140625,
A2,dual_branch,single_task,,380,0,0.49037662148475647,3555.118408203125,
A2,dual_branch,single_task,,384,0,0.45862820744514465,3075.102294921875,
A2,dual_branch,single_task,,395,0,0.48368439078330994,2415.080322265625,
A2,dual_branch,single_task,,396,0,0.4573603868484497,2460.08203125,
A2,dual_branch,single_task,,404,0,0.4608619213104248,2835.094482421875,
A2,dual_branch,single_task,,416,1,0.48769915103912354,540.0180053710938,
A2,dual_branch,single_task,,422,1,0.4584694504737854,735.0244750976562,
A2,dual_branch,single_task,,428,0,0.49189653992652893,1740.0579833984375,
A2,dual_branch,single_task,,430,0,0.45643872022628784,2715.09033203125,
A2,dual_branch,single_task,,437,0,0.4447021186351776,3000.099853515625,
A2,dual_branch,single_task,,441,0,0.48235535621643066,1620.053955078125,
A2,dual_branch,single_task,,453,0,0.4848249554634094,2025.0673828125,
A2,dual_branch,single_task,,460,0,0.4652986526489258,2865.095458984375,
A2,dual_branch,single_task,,461,0,0.45863938331604004,2685.08935546875,
A2,dual_branch,single_task,,478,0,0.5291731357574463,3090.102783203125,
A2,dual_branch,single_task,,498,0,0.4725416600704193,1215.0404052734375,
A2,dual_branch,single_task,,509,0,0.4445384740829468,3255.1083984375,
A2,dual_branch,single_task,,514,0,0.4981191158294678,3045.101318359375,
A2,dual_branch,single_task,,518,0,0.4796081781387329,1380.0458984375,
A2,dual_branch,single_task,,522,0,0.48131075501441956,2235.074462890625,
A2,dual_branch,single_task,,530,0,0.5270061492919922,3150.10498046875,
A2,dual_branch,single_task,,544,0,0.45807942748069763,1140.0379638671875,
A2,dual_branch,single_task,,546,0,0.5002920031547546,1665.055419921875,
A2,dual_branch,single_task,,561,0,0.4447903037071228,2925.097412109375,
A2,dual_branch,single_task,,575,0,0.4642708897590637,3540.117919921875,
A2,dual_branch,single_task,,578,0,0.46585777401924133,2625.08740234375,
A2,dual_branch,single_task,,580,1,0.5005443096160889,240.00799560546875,
A2,dual_branch,single_task,,599,0,0.4827011227607727,1605.053466796875,
A2,dual_branch,single_task,,604,0,0.5078576803207397,2535.08447265625,
A2,dual_branch,single_task,,612,0,0.48151662945747375,1740.0579833984375,
A2,dual_branch,single_task,,615,0,0.42612066864967346,1770.0589599609375,
A2,dual_branch,single_task,,617,0,0.4913071095943451,1755.0584716796875,
A2,dual_branch,single_task,,629,0,0.48042193055152893,1815.0604248046875,
A2,dual_branch,single_task,,635,0,0.48070135712623596,3045.101318359375,
A2,dual_branch,single_task,,637,0,0.44867953658103943,2970.098876953125,
A2,dual_branch,single_task,,647,0,0.4443516731262207,2640.087890625,
A2,dual_branch,single_task,,653,0,0.41688215732574463,3600.119873046875,
